School,Name,Position,Year/Class,Status,Date Entered Portal,From Team,To Team,Rating,High School,Profile URL
Akron,Dayne Shor,OT,RS-FR,Committed,,Connecticut,Akron Zips,82.27,IMG Academy,https://www.on3.com/rivals/dayne-shor-32668/
Akron,Tyson Durant,CB,JR,Committed,,Akron,Washington State Cougars,83.85,McKinley,https://www.on3.com/rivals/tyson-durant-157753/
Akron,Marquese Williams,RB,FR,Committed,,Minnesota,Akron Zips,85.17,Bishop McDevitt,https://www.on3.com/rivals/marquese-williams-84030/
Akron,Liam Reardon,LS,RS-SO,Entered,1/04/2024,Iowa,,79.00,Mount Carmel,https://www.on3.com/rivals/liam-reardon-161130/
Akron,Ben Finley,QB,RS-SO,Committed,,California,Akron Zips,82.52,Paradise Valley,https://www.on3.com/rivals/ben-finley-9730/
Akron,Jordon Simmons,RB,JR,Committed,,Michigan State,Akron Zips,83.00,McEachern,https://www.on3.com/rivals/jordon-simmons-66311/
Akron,Nate Kapongo,DL,SR,Committed,,New Hampshire,Akron Zips,83.33,Portland,https://www.on3.com/rivals/nate-kapongo-239017/
Akron,Nate Williams,OT,JR,Committed,,Avatar,Akron,86.00,Newark Catholic,https://www.on3.com/rivals/nate-williams-91440/
Akron,Max Whisner,TE,RS-FR,Committed,,Missouri,Akron Zips,82.21,Lee's Summit,https://www.on3.com/rivals/max-whisner-86763/
Akron,Jaden Woods,S,RS-JR,Committed,,Akron,East Tennessee State Buccaneers,80.77,South Gwinnett,https://www.on3.com/rivals/jaden-woods-52729/
Akron,Devon Robinson,DL,RS-SR,Entered,12/12/2023,Akron,,84.00,Whitehaven,https://www.on3.com/rivals/devon-robinson-36451/
Akron,Daymon David,S,JR,Entered,12/12/2023,Oregon,,85.50,Franklin,https://www.on3.com/rivals/daymon-david-32654/
Akron,Corey Thomas,S,RS-JR,Committed,,Akron,Virginia Cavaliers,84.00,Central Catholic,https://www.on3.com/rivals/corey-thomas-26348/
Akron,Paul Lewis III,CB,SR,Committed,,Cornell,Akron Zips,82.52,Archbishop Curley,https://www.on3.com/rivals/paul-lewis-iii-238364/
Akron,Nik Ognenovic,TE,RS-JR,Entered,12/11/2023,Akron,,84.00,Cardinal Gibbons,https://www.on3.com/rivals/nik-ognenovic-93429/
Akron,Elijah Reed,CB,RS-FR,Entered,12/11/2023,Kentucky,,85.00,Pleasure Ridge Park,https://www.on3.com/rivals/elijah-reed-147387/
Akron,Jasaiah Gathings,WR,RS-SO,Entered,12/05/2023,Akron,,83.00,Statesville,https://www.on3.com/rivals/jasaiah-gathings-57318/
Akron,Tyson Durant,CB,JR,Entered,12/05/2023,Akron,,83.85,McKinley,https://www.on3.com/rivals/tyson-durant-157753/
Akron,Ryan Johnson,EDGE,SR,Committed,,Akron,Southern Miss Golden Eagles,83.18,Starkville,https://www.on3.com/rivals/ryan-johnson-144000/
Akron,Dayne Shor,OT,RS-FR,Entered,12/04/2023,Connecticut,,82.27,IMG Academy,https://www.on3.com/rivals/dayne-shor-32668/
Akron,Jaharon Griffin,LB,SO,Entered,12/04/2023,Akron,,84.00,Neshoba Central,https://www.on3.com/rivals/jaharon-griffin-52915/
Akron,Corey Thomas,S,RS-JR,Entered,12/04/2023,Akron,,84.00,Central Catholic,https://www.on3.com/rivals/corey-thomas-26348/
Akron,Zy Brockington,DL,RS-SO,Entered,12/04/2023,Memphis,,81.76,Colquitt County,https://www.on3.com/rivals/zy-brockington-123924/
Akron,Marquese Williams,RB,FR,Entered,12/04/2023,Minnesota,,85.17,Bishop McDevitt,https://www.on3.com/rivals/marquese-williams-84030/
Akron,Rishad Hence,S,JR,Entered,12/04/2023,Akron,,81.27,Martin Luther King Jr.,https://www.on3.com/rivals/rishad-hence-100615/
Akron,Dijon Jennings,QB,RS-FR,Entered,12/04/2023,Avatar,Akron,,Reynoldsburg,https://www.on3.com/rivals/dijon-jennings-144556/
Akron,Ryan Jankowski,QB,RS-SO,Entered,12/04/2023,Akron,,80.52,Vero Beach,https://www.on3.com/rivals/ryan-jankowski-145173/
Akron,Jax Smith,WR,FR,Entered,12/01/2023,Akron,,82.00,Choctaw,https://www.on3.com/rivals/jax-smith-179495/
Akron,Ben Finley,QB,RS-SO,Entered,11/29/2023,California,,82.52,Paradise Valley,https://www.on3.com/rivals/ben-finley-9730/
Akron,Brycen Yarmo,TE,RS-SR,Entered,11/29/2023,Akron,,78.82,Campbell,https://www.on3.com/rivals/brycen-yarmo-15998/
Akron,Tyler Rieger,LS,JR,Entered,11/29/2023,Avatar,Akron,,Upper Saint Clair,https://www.on3.com/rivals/tyler-rieger-242086/
Akron,Cameron Threatt,CB,RS-SO,Entered,11/29/2023,Akron,,83.00,Lewisburg,https://www.on3.com/rivals/cameron-threatt-18130/
Akron,Max Whisner,TE,RS-FR,Entered,11/28/2023,Missouri,,82.21,Lee's Summit,https://www.on3.com/rivals/max-whisner-86763/
Akron,Nate Williams,OT,JR,Entered,11/28/2023,Avatar,Akron,86.00,Newark Catholic,https://www.on3.com/rivals/nate-williams-91440/
Akron,Aman Greenwood,CB,RS-JR,Entered,11/27/2023,Syracuse,,84.00,St. John's College,https://www.on3.com/rivals/aman-greenwood-4140/
Akron,Nate Kapongo,DL,SR,Entered,11/27/2023,New Hampshire,,83.33,Portland,https://www.on3.com/rivals/nate-kapongo-239017/
Akron,Cameron Wiley,RB,RS-JR,Entered,11/02/2023,Akron,,86.00,Desert Pines,https://www.on3.com/rivals/cameron-wiley-18179/
Akron,Julian Richardson,LB,SR,Entered,10/30/2023,Avatar,Akron,76.32,Westover,https://www.on3.com/rivals/julian-richardson-68662/
Akron,Ryan Johnson,EDGE,SR,Entered,10/30/2023,Akron,,83.18,Starkville,https://www.on3.com/rivals/ryan-johnson-144000/
Akron,Paul Lewis III,CB,SR,Entered,10/12/2023,Cornell,,82.52,Archbishop Curley,https://www.on3.com/rivals/paul-lewis-iii-238364/
Akron,Jaden Woods,S,RS-JR,Entered,10/10/2023,Akron,East Tennessee State,80.77,South Gwinnett,https://www.on3.com/rivals/jaden-woods-52729/
Akron,Jordon Simmons,RB,JR,Entered,10/10/2023,Michigan State,,83.00,McEachern,https://www.on3.com/rivals/jordon-simmons-66311/
Akron,Laurance Seymore,,,Committed,,Miami,Akron Zips,85.25,Miami Central,https://www.on3.com/rivals/laurance-seymore-78497/
Akron,Laurance Seymore,,,Entered,,Miami,,85.25,Miami Central,https://www.on3.com/rivals/laurance-seymore-78497/
Alabama,Hayden Neighbors,WR,JR,Committed,,Alabama,Nicholls State Colonels,78.82,Palmetto Prep (Prep School),https://www.on3.com/rivals/hayden-neighbors-47821/
Alabama,Khurtiss Perry,DL,RS-FR,Committed,,Alabama,Virginia Tech Hokies,90.23,Pike Road,https://www.on3.com/rivals/khurtiss-perry-75074/
Alabama,Geno VanDeMark,IOL,RS-SO,Committed,,Michigan State,Alabama Crimson Tide,83.33,St. Joseph Regional,https://www.on3.com/rivals/geno-vandemark-45558/
Alabama,King Mack,S,FR,Committed,,Penn State,Alabama Crimson Tide,91.58,St. Thomas Aquinas,https://www.on3.com/rivals/king-mack-75244/
Alabama,DaShawn Jones,CB,RS-SO,Committed,,Wake Forest,Alabama Crimson Tide,88.00,Mount Saint Joseph,https://www.on3.com/rivals/dashawn-jones-145225/
Alabama,Peyton Woodyard,,,Committed,,Alabama,Oregon Ducks,91.68,St. John Bosco,https://www.on3.com/rivals/peyton-woodyard-96352/
Alabama,King Mack,S,FR,Entered,5/02/2024,Penn State,,91.58,St. Thomas Aquinas,https://www.on3.com/rivals/king-mack-75244/
Alabama,James Brockermeyer,IOL,RS-SO,Committed,,Alabama,TCU Horned Frogs,87.67,All Saints,https://www.on3.com/rivals/james-brockermeyer-55379/
Alabama,Geno VanDeMark,IOL,RS-SO,Entered,4/30/2024,Michigan State,,83.33,St. Joseph Regional,https://www.on3.com/rivals/geno-vandemark-45558/
Alabama,DaShawn Jones,CB,RS-SO,Entered,4/30/2024,Wake Forest,,88.00,Mount Saint Joseph,https://www.on3.com/rivals/dashawn-jones-145225/
Alabama,Tony Mitchell,S,FR,Entered,4/30/2024,Alabama,,91.38,Thompson,https://www.on3.com/rivals/tony-mitchell-113925/
Alabama,Kameron Howard,S,FR,Committed,,Charlotte,Alabama Crimson Tide,86.60,St. Frances Academy,https://www.on3.com/rivals/kameron-howard-145428/
Alabama,Kameron Howard,S,FR,Entered,4/27/2024,Charlotte,,86.60,St. Frances Academy,https://www.on3.com/rivals/kameron-howard-145428/
Alabama,Khurtiss Perry,DL,RS-FR,Entered,4/24/2024,Alabama,,90.23,Pike Road,https://www.on3.com/rivals/khurtiss-perry-75074/
Alabama,James Brockermeyer,IOL,RS-SO,Entered,4/24/2024,Alabama,,87.67,All Saints,https://www.on3.com/rivals/james-brockermeyer-55379/
Alabama,Graham Nicholson,K,JR,Committed,,Miami (OH),Alabama Crimson Tide,79.88,Summit Country Day School,https://www.on3.com/rivals/graham-nicholson-179270/
Alabama,Graham Nicholson,K,JR,Entered,4/19/2024,Miami (OH),,79.88,Summit Country Day School,https://www.on3.com/rivals/graham-nicholson-179270/
Alabama,Andre Craig,WR,SO,Entered,4/17/2024,Alabama,,82.00,Meadowcreek,https://www.on3.com/rivals/andre-craig-151640/
Alabama,Reed Harradine,K,FR,Entered,4/16/2024,Alabama,,80.00,Mountain Brook,https://www.on3.com/rivals/reed-harradine-174915/
Alabama,Kadyn Proctor,OT,SO,Committed,,Iowa,Alabama Crimson Tide,98.62,Southeast Polk,https://www.on3.com/rivals/kadyn-proctor-70429/
Alabama,Kadyn Proctor,OT,SO,Entered,4/16/2024,Iowa,,98.62,Southeast Polk,https://www.on3.com/rivals/kadyn-proctor-70429/
Alabama,Keon Sabb,S,RS-FR,Committed,,Michigan,Alabama Crimson Tide,93.58,IMG Academy,https://www.on3.com/rivals/keon-sabb-73626/
Alabama,Josh Cuevas,TE,RS-SO,Committed,,Washington,Alabama Crimson Tide,89.02,Campbell Hall School,https://www.on3.com/rivals/josh-cuevas-175101/
Alabama,Keon Sabb,S,RS-FR,Entered,2/16/2024,Michigan,,93.58,IMG Academy,https://www.on3.com/rivals/keon-sabb-73626/
Alabama,Josh Cuevas,TE,RS-SO,Entered,2/05/2024,Washington,,89.02,Campbell Hall School,https://www.on3.com/rivals/josh-cuevas-175101/
Alabama,Germie Bernard,WR,SO,Committed,,Washington,Alabama Crimson Tide,91.11,Liberty,https://www.on3.com/rivals/germie-bernard-45965/
Alabama,Jameer Grimsley,,,Committed,,Alabama,Florida Gators,91.76,Tampa Catholic,https://www.on3.com/rivals/jameer-grimsley-158007/
Alabama,Julian Sayin,QB,,Committed,,Alabama,Ohio State Buckeyes,98.72,Carlsbad,https://www.on3.com/rivals/julian-sayin-68682/
Alabama,Parker Brailsford,IOL,RS-FR,Committed,,Washington,Alabama Crimson Tide,94.13,Saguaro,https://www.on3.com/rivals/parker-brailsford-94992/
Alabama,Caleb Downs,S,FR,Committed,,Alabama,Ohio State Buckeyes,99.25,Mill Creek,https://www.on3.com/rivals/caleb-downs-16957/
Alabama,Trey Amos,CB,SR,Committed,,Alabama,Ole Miss Rebels,92.10,Catholic,https://www.on3.com/rivals/trey-amos-115899/
Alabama,Amari Niblack,TE,SO,Committed,,Alabama,Texas Longhorns,92.93,Lakewood,https://www.on3.com/rivals/amari-niblack-4209/
Alabama,Ian Jackson,LB,RS-SO,Committed,,Alabama,UTSA Roadrunners,85.17,Prattville,https://www.on3.com/rivals/ian-jackson-144983/
Alabama,Austin Mack,QB,FR,Committed,,Washington,Alabama Crimson Tide,91.33,Folsom,https://www.on3.com/rivals/austin-mack-8524/
Alabama,Kadyn Proctor,OT,FR,Entered,1/18/2024,Alabama,,98.83,Southeast Polk,https://www.on3.com/rivals/kadyn-proctor-70429/
Alabama,Caleb Downs,S,FR,Entered,1/17/2024,Alabama,,99.25,Mill Creek,https://www.on3.com/rivals/caleb-downs-16957/
Alabama,Antonio Kite,S,RS-FR,Committed,,Alabama,Auburn Tigers,87.45,Anniston,https://www.on3.com/rivals/antonio-kite-6994/
Alabama,Germie Bernard,WR,SO,Entered,1/17/2024,Washington,,91.11,Liberty,https://www.on3.com/rivals/germie-bernard-45965/
Alabama,Parker Brailsford,IOL,RS-FR,Entered,1/17/2024,Washington,,94.13,Saguaro,https://www.on3.com/rivals/parker-brailsford-94992/
Alabama,Dezz Ricks,CB,FR,Committed,,Alabama,Texas A&M Aggies,93.91,IMG Academy,https://www.on3.com/rivals/dezz-ricks-35611/
Alabama,Amari Niblack,TE,SO,Entered,1/16/2024,Alabama,,92.93,Lakewood,https://www.on3.com/rivals/amari-niblack-4209/
Alabama,Kendrick Blackshire,LB,JR,Committed,,Alabama,Texas Longhorns,91.95,Duncanville,https://www.on3.com/rivals/kendrick-blackshire-72893/
Alabama,Trey Amos,CB,SR,Entered,1/16/2024,Alabama,,92.10,Catholic,https://www.on3.com/rivals/trey-amos-115899/
Alabama,Antonio Kite,S,RS-FR,Entered,1/16/2024,Alabama,Auburn,87.45,Anniston,https://www.on3.com/rivals/antonio-kite-6994/
Alabama,Dezz Ricks,CB,FR,Entered,1/15/2024,Alabama,,93.91,IMG Academy,https://www.on3.com/rivals/dezz-ricks-35611/
Alabama,Shawn Murphy,LB,RS-FR,Committed,,Alabama,Florida State Seminoles,90.66,Unity Reed,https://www.on3.com/rivals/shawn-murphy-106928/
Alabama,Shazz Preston,WR,RS-FR,Committed,,Alabama,Tulane Green Wave,89.16,St. James,https://www.on3.com/rivals/shazz-preston-107050/
Alabama,Isaiah Hastings,DL,RS-FR,Committed,,Alabama,Syracuse Orange,87.52,Clearwater Academy International,https://www.on3.com/rivals/isaiah-hastings-49535/
Alabama,Austin Mack,QB,FR,Entered,1/14/2024,Washington,,91.33,Folsom,https://www.on3.com/rivals/austin-mack-8524/
Alabama,Isaiah Bond,WR,SO,Committed,,Alabama,Texas Longhorns,96.75,Buford,https://www.on3.com/rivals/isaiah-bond-49370/
Alabama,Shawn Murphy,LB,RS-FR,Entered,1/13/2024,Alabama,,90.66,Unity Reed,https://www.on3.com/rivals/shawn-murphy-106928/
Alabama,Roydell Williams,RB,SR,Committed,,Alabama,Florida State Seminoles,91.07,Hueytown,https://www.on3.com/rivals/roydell-williams-102648/
Alabama,Miles Kitselman,TE,JR,Committed,,Alabama,Tennessee Volunteers,82.85,Lyndon,https://www.on3.com/rivals/miles-kitselman-154869/
Alabama,Isaiah Bond,WR,SO,Entered,1/12/2024,Alabama,,96.75,Buford,https://www.on3.com/rivals/isaiah-bond-49370/
Alabama,Jake Pope,S,RS-FR,Committed,,Alabama,Georgia Bulldogs,86.07,Buford,https://www.on3.com/rivals/jake-pope-53752/
Alabama,TJ Ferguson,IOL,RS-SO,Committed,,Alabama,Florida State Seminoles,89.97,Peach County,https://www.on3.com/rivals/tj-ferguson-111670/
Alabama,Kristian Story,CB,SR,Committed,,Alabama,Kentucky Wildcats,85.41,Lanett,https://www.on3.com/rivals/kristian-story-76104/
Alabama,Kendrick Blackshire,LB,JR,Entered,1/08/2024,Alabama,,91.95,Duncanville,https://www.on3.com/rivals/kendrick-blackshire-72893/
Alabama,Malik Benson,WR,JR,Committed,,Alabama,Florida State Seminoles,91.05,Lansing,https://www.on3.com/rivals/malik-benson-81734/
Alabama,Monkell Goodwine,DL,RS-SO,Committed,,Alabama,South Carolina Gamecocks,87.84,Rock Creek Christian Academy,https://www.on3.com/rivals/monkell-goodwine-90164/
Alabama,Jake Pope,S,RS-FR,Entered,1/07/2024,Alabama,,86.07,Buford,https://www.on3.com/rivals/jake-pope-53752/
Alabama,Eli Holstein,QB,FR,Committed,,Alabama,Pittsburgh Panthers,89.18,Zachary,https://www.on3.com/rivals/eli-holstein-40953/
Alabama,Earl Little Jr.,CB,RS-FR,Committed,,Alabama,Florida State Seminoles,90.66,American Heritage,https://www.on3.com/rivals/earl-little-jr-40293/
Alabama,Seth McLaughlin,IOL,SR,Committed,,Alabama,Ohio State Buckeyes,90.05,Buford,https://www.on3.com/rivals/seth-mclaughlin-106052/
Alabama,Hayden Neighbors,WR,JR,Entered,1/05/2024,Alabama,Tulane,78.82,Palmetto Prep (Prep School),https://www.on3.com/rivals/hayden-neighbors-47821/
Alabama,Roydell Williams,RB,SR,Entered,1/05/2024,Alabama,,91.07,Hueytown,https://www.on3.com/rivals/roydell-williams-102648/
Alabama,Ian Jackson,LB,RS-SO,Entered,1/04/2024,Alabama,,85.17,Prattville,https://www.on3.com/rivals/ian-jackson-144983/
Alabama,TJ Ferguson,IOL,RS-SO,Entered,1/03/2024,Alabama,,89.97,Peach County,https://www.on3.com/rivals/tj-ferguson-111670/
Alabama,Seth McLaughlin,IOL,SR,Entered,1/03/2024,Alabama,,90.05,Buford,https://www.on3.com/rivals/seth-mclaughlin-106052/
Alabama,Shazz Preston,WR,RS-FR,Entered,1/03/2024,Alabama,,89.16,St. James,https://www.on3.com/rivals/shazz-preston-107050/
Alabama,Monkell Goodwine,DL,RS-SO,Entered,1/03/2024,Alabama,,87.84,Rock Creek Christian Academy,https://www.on3.com/rivals/monkell-goodwine-90164/
Alabama,Earl Little Jr.,CB,RS-FR,Entered,1/03/2024,Alabama,,90.66,American Heritage,https://www.on3.com/rivals/earl-little-jr-40293/
Alabama,Kristian Story,CB,SR,Entered,1/03/2024,Alabama,,85.41,Lanett,https://www.on3.com/rivals/kristian-story-76104/
Alabama,Eli Holstein,QB,FR,Entered,1/03/2024,Alabama,,89.18,Zachary,https://www.on3.com/rivals/eli-holstein-40953/
Alabama,Malik Benson,WR,JR,Entered,1/03/2024,Alabama,,91.05,Lansing,https://www.on3.com/rivals/malik-benson-81734/
Alabama,Miles Kitselman,TE,JR,Entered,1/03/2024,Alabama,,82.85,Lyndon,https://www.on3.com/rivals/miles-kitselman-154869/
Alabama,Naquil Betrand,OT,FR,Committed,,Texas A&M,Alabama Crimson Tide,84.67,Northeast,https://www.on3.com/rivals/naquil-betrand-91009/
Alabama,Domani Jackson,CB,SO,Committed,,USC,Alabama Crimson Tide,92.86,Mater Dei,https://www.on3.com/rivals/domani-jackson-144107/
Alabama,Naquil Betrand,OT,FR,Entered,12/20/2023,Texas A&M,,84.67,Northeast,https://www.on3.com/rivals/naquil-betrand-91009/
Alabama,LT Overton,DL,SO,Committed,,Texas A&M,Alabama Crimson Tide,92.26,Milton,https://www.on3.com/rivals/lt-overton-78771/
Alabama,Domani Jackson,CB,SO,Entered,12/18/2023,USC,,92.86,Mater Dei,https://www.on3.com/rivals/domani-jackson-144107/
Alabama,Anquin Barnes,DL,RS-SO,Committed,,Alabama,Colorado Buffaloes,85.50,Percy L. Julian,https://www.on3.com/rivals/anquin-barnes-5768/
Alabama,Ja'Corey Brooks,WR,JR,Committed,,Alabama,Louisville Cardinals,90.61,IMG Academy,https://www.on3.com/rivals/jacorey-brooks-52423/
Alabama,Anquin Barnes,DL,RS-SO,Entered,12/11/2023,Alabama,,85.50,Percy L. Julian,https://www.on3.com/rivals/anquin-barnes-5768/
Alabama,Isaiah Hastings,DL,RS-FR,Entered,12/07/2023,Alabama,,87.52,Clearwater Academy International,https://www.on3.com/rivals/isaiah-hastings-49535/
Alabama,Ja'Corey Brooks,WR,JR,Entered,12/07/2023,Alabama,,90.61,IMG Academy,https://www.on3.com/rivals/jacorey-brooks-52423/
Alabama,LT Overton,DL,SO,Entered,12/06/2023,Texas A&M,,92.26,Milton,https://www.on3.com/rivals/lt-overton-78771/
Alabama,Thaiu Jones-Bell,WR,RS-JR,Entered,12/04/2023,Alabama,,82.50,Miami Carol City,https://www.on3.com/rivals/thaiu-jones-bell-143369/
Alabama,Jameer Grimsley,,,Entered,,Alabama,,91.76,Tampa Catholic,https://www.on3.com/rivals/jameer-grimsley-158007/
Alabama,Julian Sayin,QB,,Entered,,Alabama,,98.72,Carlsbad,https://www.on3.com/rivals/julian-sayin-68682/
Alabama,Peyton Woodyard,,,Entered,,Alabama,,91.68,St. John Bosco,https://www.on3.com/rivals/peyton-woodyard-96352/
Appalachian State,Joseph Bakhole,EDGE,SR,Committed,,Louisiana Monroe,Appalachian State Mountaineers,83.00,Myers Park,https://www.on3.com/rivals/joseph-bakhole-175235/
Appalachian State,Conner Maynard,P,JR,Withdrawn,,Appalachian State,Appalachian State,80.00,William Amos Hough,https://www.on3.com/rivals/conner-maynard-25435/
Appalachian State,Nick Campbell,DL,RS-FR,Committed,,NC State,Appalachian State Mountaineers,84.50,Lake Minneola,https://www.on3.com/rivals/nick-campbell-92352/
Appalachian State,Joshua Donald,,,Committed,,Troy,Appalachian State Mountaineers,,Jordan,https://www.on3.com/rivals/joshua-donald-240791/
Appalachian State,Elijah Mc-Cantos,CB,RS-FR,Committed,,Illinois,Appalachian State Mountaineers,84.00,Edison,https://www.on3.com/rivals/elijah-mc-cantos-41263/
Appalachian State,Luke Burgess,OT,FR,Committed,,Louisville,Appalachian State Mountaineers,86.50,New Palestine,https://www.on3.com/rivals/luke-burgess-145952/
Appalachian State,Andres Dewerk,OT,RS-JR,Committed,,USC,Appalachian State Mountaineers,83.50,Los Gatos,https://www.on3.com/rivals/andres-dewerk-4808/
Appalachian State,Garner Langlo,OT,RS-SO,Committed,,Auburn,Appalachian State Mountaineers,84.00,Trinity Catholic,https://www.on3.com/rivals/garner-langlo-44841/
Appalachian State,Omari Philyaw,CB,RS-FR,Entered,4/29/2024,Appalachian State,,83.00,Myers Park,https://www.on3.com/rivals/omari-philyaw-94457/
Appalachian State,Elijah Mc-Cantos,CB,RS-FR,Entered,4/25/2024,Illinois,,84.00,Edison,https://www.on3.com/rivals/elijah-mc-cantos-41263/
Appalachian State,Billy Wiles,QB,RS-SO,Committed,,Southern Miss,Appalachian State Mountaineers,85.00,Stone Bridge,https://www.on3.com/rivals/billy-wiles-10561/
Appalachian State,Garner Langlo,OT,RS-SO,Entered,4/25/2024,Auburn,,84.00,Trinity Catholic,https://www.on3.com/rivals/garner-langlo-44841/
Appalachian State,Luke Burgess,OT,FR,Entered,4/22/2024,Louisville,,86.50,New Palestine,https://www.on3.com/rivals/luke-burgess-145952/
Appalachian State,DeAndre Dingle-Prince,DL,JR,Entered,4/16/2024,Appalachian State,Marshall,86.00,Lee County,https://www.on3.com/rivals/deandre-dingle-prince-32969/
Appalachian State,Mason McHugh,QB,FR,Entered,4/16/2024,Appalachian State,,82.00,IMG Academy,https://www.on3.com/rivals/mason-mchugh-84812/
Appalachian State,Nick Campbell,DL,RS-FR,Entered,4/16/2024,NC State,,84.50,Lake Minneola,https://www.on3.com/rivals/nick-campbell-92352/
Appalachian State,Billy Wiles,QB,RS-SO,Entered,4/12/2024,Southern Miss,,85.00,Stone Bridge,https://www.on3.com/rivals/billy-wiles-10561/
