School,Name,Position,Year/Class,Status,Date Entered Portal,From Team,To Team,Rating,High School,Profile URL
Arizona,Drake Anderson,RB,RS-SO,Committed,,Northwestern,Arizona Wildcats,82.12,Chandler,https://www.on3.com/rivals/drake-anderson-38772/
Arizona,Gunner Maldonado,S,FR,Entered,1/04/2021,Northwestern,,86.27,Chandler,https://www.on3.com/rivals/gunner-maldonado-47239/
Arizona,Grant Gunnell,QB,RS-FR,Committed,,Arizona,Memphis Tigers,89.33,St Pius X,https://www.on3.com/rivals/grant-gunnell-46482/
Arizona,Rhett Rodriguez,QB,SR,Entered,12/23/2020,Avatar,Arizona,81.53,Catalina Foothills,https://www.on3.com/rivals/rhett-rodriguez-99785/
Arizona,Grant Gunnell,QB,RS-FR,Entered,12/18/2020,Arizona,Memphis,89.33,St Pius X,https://www.on3.com/rivals/grant-gunnell-46482/
Arizona,Nick Moore,QB,JR,Entered,12/08/2020,Arizona,,,William S. Hart Senior,https://www.on3.com/rivals/nick-moore-92775/
Arizona,Jamari Williams,IOL,RS-FR,Entered,12/07/2020,Arizona,,83.43,Cardinal Gibbons,https://www.on3.com/rivals/jamari-williams-55148/
Arizona,Roy Lopez III,DL,,Entered,7/19/2020,Arizona,,78.27,Mesquite,https://www.on3.com/rivals/roy-lopez-iii-102595/
Arizona,Matthew Stefanski,IOL,JR,Entered,3/12/2020,Arizona,,,Frankfort,https://www.on3.com/rivals/matthew-stefanski-86240/
Arizona State,Bryan Thompson,WR,SR,Committed,,Utah,Arizona State Sun Devils,81.27,Rancho Verde,https://www.on3.com/rivals/bryan-thompson-15568/
Arizona State,Michael Turk,P,RS-JR,Entered,8/17/2021,Arizona State,,,Ridge Point,https://www.on3.com/rivals/michael-turk-88471/
Arizona State,Michael Turk,P,RS-JR,Committed,,Arizona State,Oklahoma Sooners,,Ridge Point,https://www.on3.com/rivals/michael-turk-88471/
Arizona State,Stephon Wright,DL,RS-FR,Committed,,Arizona State,SMU Mustangs,91.63,Cathedral,https://www.on3.com/rivals/stephon-wright-108585/
Arizona State,Stephon Wright,DL,RS-FR,Entered,7/29/2021,Arizona State,,91.63,Cathedral,https://www.on3.com/rivals/stephon-wright-108585/
Arizona State,Josh Plaster,P,RS-FR,Entered,4/13/2021,Arizona State,,,Flower Mound,https://www.on3.com/rivals/josh-plaster-67468/
Arizona State,Josh Plaster,P,RS-FR,Committed,,Arizona State,Oklahoma Sooners,,Flower Mound,https://www.on3.com/rivals/josh-plaster-67468/
Arizona State,Chandler Fincher,CB,FR,Entered,2/12/2021,Arizona State,,,Corona Del Mar,https://www.on3.com/rivals/chandler-fincher-19893/
Arizona State,Bryan Thompson,WR,SR,Entered,2/02/2021,Utah,,81.27,Rancho Verde,https://www.on3.com/rivals/bryan-thompson-15568/
Arizona State,Jordan Kerley,WR,SO,Committed,,Arizona State,SMU Mustangs,83.77,McNeil,https://www.on3.com/rivals/jordan-kerley-65622/
Arizona State,Jalin Conyers,TE,FR,Committed,,Oklahoma,Arizona State Sun Devils,92.12,Gruver,https://www.on3.com/rivals/jalin-conyers-54655/
Arizona State,Jalin Conyers,TE,FR,Entered,12/30/2020,Oklahoma,,92.12,Gruver,https://www.on3.com/rivals/jalin-conyers-54655/
Arizona State,Nolan Matthews-Harris,TE,SO,Committed,,Arizona State,SMU Mustangs,86.53,Reedy,https://www.on3.com/rivals/nolan-matthews-harris-93886/
Arizona State,Nolan Matthews-Harris,TE,SO,Entered,11/19/2020,Arizona State,,86.53,Reedy,https://www.on3.com/rivals/nolan-matthews-harris-93886/
Arizona State,Jordan Kerley,WR,SO,Entered,11/12/2020,Arizona State,,83.77,McNeil,https://www.on3.com/rivals/jordan-kerley-65622/
Arizona State,Kyle Horn,TE,SR,Entered,10/13/2020,Avatar,Arizona State,,Pembroke,https://www.on3.com/rivals/kyle-horn-144162/
Arizona State,John Stivers,TE,RS-SR,Entered,5/26/2020,Arizona State,,,Carmel,https://www.on3.com/rivals/john-stivers-63639/
Arizona State,Logan Tyler,K,SR,Entered,5/14/2020,Arizona State,,82.25,Nixa,https://www.on3.com/rivals/logan-tyler-79919/
Arizona State,Henry Hattis,IOL,SR,Entered,1/30/2020,Arizona State,,85.33,Cleveland,https://www.on3.com/rivals/henry-hattis-47986/
Arizona State,Kellen Diesch,OT,RS-SR,Entered,1/15/2020,Arizona State,,94.63,Byron Nelson,https://www.on3.com/rivals/kellen-diesch-72377/
Arizona State,Vincenzo Granatelli,S,RS-JR,Entered,5/01/2019,Arizona State,,,Oak Park,https://www.on3.com/rivals/vincenzo-granatelli-119808/
Arkansas State,Javar Strong,S,FR,Entered,7/28/2021,Arkansas State,,,Muscle Shoals,https://www.on3.com/rivals/javar-strong-57972/
Arkansas State,Denzel Blackwell,CB,FR,Committed,,Boston College,Arkansas State Red Wolves,80.00,Strake Jesuit,https://www.on3.com/rivals/denzel-blackwell-34294/
Arkansas State,Denzel Blackwell,CB,FR,Entered,6/21/2021,Boston College,,80.00,Strake Jesuit,https://www.on3.com/rivals/denzel-blackwell-34294/
Arkansas State,Kideam Diouf,OT,SR,Committed,,Avatar,Arkansas State,77.77,,https://www.on3.com/rivals/kideam-diouf-75122/
Arkansas State,Johnnie Lang,RB,RS-JR,Committed,,Iowa State,Arkansas State Red Wolves,79.05,Manatee,https://www.on3.com/rivals/johnnie-lang-63941/
Arkansas State,Kivon Bennett,EDGE,RS-JR,Committed,,Avatar,Tennessee,88.67,St. Thomas Aquinas,https://www.on3.com/rivals/kivon-bennett-75404/
Arkansas State,Kideam Diouf,OT,SR,Entered,5/12/2021,Avatar,Arkansas State,77.77,,https://www.on3.com/rivals/kideam-diouf-75122/
Arkansas State,Akeem Hayes,WR,JR,Committed,,Kentucky,Arkansas State Red Wolves,84.90,Chaminade-Madonna Prep,https://www.on3.com/rivals/akeem-hayes-2315/
Arkansas State,John Mincey,EDGE,JR,Committed,,Tennessee,Arkansas State Red Wolves,85.60,Clinch County,https://www.on3.com/rivals/john-mincey-63433/
Arkansas State,John Mincey,EDGE,JR,Entered,3/06/2021,Tennessee,,85.60,Clinch County,https://www.on3.com/rivals/john-mincey-63433/
Arkansas State,Akeem Hayes,WR,JR,Entered,2/04/2021,Kentucky,,84.90,Chaminade-Madonna Prep,https://www.on3.com/rivals/akeem-hayes-2315/
Arkansas State,James Blackman,QB,RS-JR,Committed,,Florida State,Arkansas State Red Wolves,90.20,Glades Central,https://www.on3.com/rivals/james-blackman-55351/
Arkansas State,Donovan Marshall,RB,RS-SO,Committed,,Avatar,Arkansas State,81.77,Lutheran North,https://www.on3.com/rivals/donovan-marshall-38209/
Arkansas State,James Blackman,QB,RS-JR,Entered,1/12/2021,Florida State,,90.20,Glades Central,https://www.on3.com/rivals/james-blackman-55351/
Arkansas State,Justin Rice,LB,RS-SR,Committed,,Arkansas State,Utah State Aggies,80.60,Central Catholic,https://www.on3.com/rivals/justin-rice-69714/
Arkansas State,Johnnie Lang,RB,RS-JR,Entered,1/06/2021,Iowa State,,79.05,Manatee,https://www.on3.com/rivals/johnnie-lang-63941/
Arkansas State,Jarrett Horst,OT,JR,Entered,12/21/2020,Arkansas State,,,Middleton,https://www.on3.com/rivals/jarrett-horst-143311/
Arkansas State,Justin Rice,LB,RS-SR,Entered,12/18/2020,Arkansas State,,80.60,Central Catholic,https://www.on3.com/rivals/justin-rice-69714/
Arkansas State,Tevailance Hunt,WR,JR,Committed,,TCU,Arkansas State Red Wolves,91.24,Texas High,https://www.on3.com/rivals/tevailance-hunt-142866/
Arkansas State,Donovan Marshall,RB,RS-SO,Entered,12/11/2020,Avatar,Arkansas State,81.77,Lutheran North,https://www.on3.com/rivals/donovan-marshall-38209/
Arkansas State,Kivon Bennett,EDGE,RS-JR,Entered,12/07/2020,Avatar,Tennessee,88.67,St. Thomas Aquinas,https://www.on3.com/rivals/kivon-bennett-75404/
Arkansas State,Jevon Jones,CB,JR,Entered,11/08/2020,Avatar,Arkansas State,78.77,Allen,https://www.on3.com/rivals/jevon-jones-142070/
Arkansas State,Tevailance Hunt,WR,JR,Entered,10/29/2020,TCU,,91.24,Texas High,https://www.on3.com/rivals/tevailance-hunt-142866/
Arkansas State,Eugene Minter,WR,RS-JR,Committed,,Arkansas State,Austin Peay Governors,82.70,Parker,https://www.on3.com/rivals/eugene-minter-43141/
Arkansas State,Eugene Minter,WR,RS-JR,Entered,,Arkansas State,Austin Peay,82.70,Parker,https://www.on3.com/rivals/eugene-minter-43141/
Arkansas,Warren Thompson,WR,RS-SO,Committed,,Florida State,Arkansas Razorbacks,92.48,Armwood,https://www.on3.com/rivals/warren-thompson-120202/
Arkansas,Kade Renfro,QB,FR,Committed,,Ole Miss,Arkansas Razorbacks,83.53,Stephenville,https://www.on3.com/rivals/kade-renfro-70335/
Arkansas,Karch Gardiner,WR,RS-FR,Committed,,Arkansas,UTSA Roadrunners,77.05,Del Valle,https://www.on3.com/rivals/karch-gardiner-71215/
Arkansas,Tre Williams,EDGE,RS-SR,Committed,,Houston,Arkansas Razorbacks,87.73,Rock Bridge,https://www.on3.com/rivals/tre-williams-115083/
Arkansas,Karch Gardiner,WR,RS-FR,Entered,4/30/2021,Arkansas,,77.05,Del Valle,https://www.on3.com/rivals/karch-gardiner-71215/
Arkansas,George Caratan,P,JR,Entered,4/28/2021,Avatar,Arkansas,,St. Thomas More,https://www.on3.com/rivals/george-caratan-45651/
Arkansas,John Ridgeway,OT,SR,Committed,,Illinois State,Arkansas Razorbacks,77.77,Bloomington,https://www.on3.com/rivals/john-ridgeway-63562/
Arkansas,John Ridgeway,OT,SR,Entered,4/25/2021,Illinois State,,77.77,Bloomington,https://www.on3.com/rivals/john-ridgeway-63562/
Arkansas,Markell Utsey,DL,RS-SR,Entered,4/25/2021,Missouri,,79.93,Parkview Magnet,https://www.on3.com/rivals/markell-utsey-83718/
Arkansas,Markell Utsey,DL,RS-SR,Committed,,Missouri,Arkansas Razorbacks,79.93,Parkview Magnet,https://www.on3.com/rivals/markell-utsey-83718/
Arkansas,Mike Woods,WR,JR,Entered,4/23/2021,Arkansas,,87.20,Magnolia,https://www.on3.com/rivals/mike-woods-89516/
Arkansas,Tre Williams,EDGE,RS-SR,Entered,4/23/2021,Houston,Arkansas,87.73,Rock Bridge,https://www.on3.com/rivals/tre-williams-115083/
Arkansas,Mike Woods,WR,JR,Committed,,Arkansas,Oklahoma Sooners,87.20,Magnolia,https://www.on3.com/rivals/mike-woods-89516/
Arkansas,Blayne Toll,TE,FR,Entered,3/18/2021,Arkansas,,87.92,Hazen,https://www.on3.com/rivals/blayne-toll-11115/
Arkansas,Kade Renfro,QB,FR,Entered,3/05/2021,Ole Miss,,83.53,Stephenville,https://www.on3.com/rivals/kade-renfro-70335/
Arkansas,Ty'kieast Crawford,OT,FR,Committed,,Charlotte,Arkansas Razorbacks,90.95,Carthage,https://www.on3.com/rivals/tykieast-crawford-117147/
Arkansas,Shamar Nash,WR,SO,Committed,,Arkansas,Memphis Tigers,89.03,IMG Academy,https://www.on3.com/rivals/shamar-nash-106299/
Arkansas,Ty'kieast Crawford,OT,FR,Entered,12/29/2020,Charlotte,,90.95,Carthage,https://www.on3.com/rivals/tykieast-crawford-117147/
Arkansas,Warren Thompson,WR,RS-SO,Entered,12/26/2020,Florida State,,92.48,Armwood,https://www.on3.com/rivals/warren-thompson-120202/
Arkansas,Jarques McClellion,CB,RS-JR,Entered,12/20/2020,Arkansas,,84.93,American Heritage B/D,https://www.on3.com/rivals/jarques-mcclellion-57010/
Arkansas,Jarques McClellion,CB,RS-JR,Committed,,Arkansas,Florida State Seminoles,84.93,American Heritage B/D,https://www.on3.com/rivals/jarques-mcclellion-57010/
Arkansas,Shamar Nash,WR,SO,Entered,12/18/2020,Arkansas,,89.03,IMG Academy,https://www.on3.com/rivals/shamar-nash-106299/
Arkansas,Trent Gordon,CB,RS-SO,Entered,12/15/2020,Penn State,,89.00,Manvel,https://www.on3.com/rivals/trent-gordon-115277/
Arkansas,Trent Gordon,CB,RS-SO,Committed,,Penn State,Arkansas Razorbacks,89.00,Manvel,https://www.on3.com/rivals/trent-gordon-115277/
Ball State,Damon Kaylor,OT,RS-FR,Committed,,Michigan State,Ball State Cardinals,84.27,Huntington North,https://www.on3.com/rivals/damon-kaylor-28695/
Ball State,Damon Kaylor,OT,RS-FR,Entered,4/26/2021,Michigan State,,84.27,Huntington North,https://www.on3.com/rivals/damon-kaylor-28695/
Auburn,Tashawn Manning,IOL,RS-JR,Committed,,Auburn,Kentucky Wildcats,84.06,Wekiva,https://www.on3.com/rivals/tashawn-manning-110392/
Auburn,Tashawn Manning,IOL,RS-JR,Entered,12/03/2021,Auburn,,84.06,Wekiva,https://www.on3.com/rivals/tashawn-manning-110392/
Auburn,Tyrone Truesdell,DL,SR,Entered,8/31/2021,Auburn,,89.33,Laney,https://www.on3.com/rivals/tyrone-truesdell-118894/
Auburn,Tyrone Truesdell,DL,SR,Committed,,Auburn,Florida Gators,89.33,Laney,https://www.on3.com/rivals/tyrone-truesdell-118894/
Auburn,Hal Presley,WR,FR,Committed,,Auburn,Baylor Bears,90.35,Mansfield Summit,https://www.on3.com/rivals/hal-presley-47371/
Auburn,Devan Barrett,RB,SR,Committed,,Auburn,Troy Trojans,92.47,Tampa Catholic,https://www.on3.com/rivals/devan-barrett-35750/
Auburn,Demetris Robertson,WR,SR,Committed,,Georgia,Auburn Tigers,97.42,Savannah Christian Prep,https://www.on3.com/rivals/demetris-robertson-33915/
Auburn,Devan Barrett,RB,SR,Entered,7/02/2021,Auburn,,92.47,Tampa Catholic,https://www.on3.com/rivals/devan-barrett-35750/
Auburn,Hal Presley,WR,FR,Entered,6/17/2021,Auburn,,90.35,Mansfield Summit,https://www.on3.com/rivals/hal-presley-47371/
Auburn,Demetris Robertson,WR,SR,Entered,6/11/2021,Georgia,,97.42,Savannah Christian Prep,https://www.on3.com/rivals/demetris-robertson-33915/
Auburn,TJ Finley,QB,FR,Committed,,LSU,Auburn Tigers,88.67,Ponchatoula,https://www.on3.com/rivals/tj-finley-113095/
Auburn,Marco Domio,CB,JR,Committed,,Auburn,UCF Knights,92.10,Heights,https://www.on3.com/rivals/marco-domio-82424/
Auburn,Marco Domio,CB,JR,Entered,5/19/2021,Auburn,,92.10,Heights,https://www.on3.com/rivals/marco-domio-82424/
Auburn,Donovan Kaufman,S,FR,Committed,,Vanderbilt,Auburn Tigers,87.85,Archbishop Rummel,https://www.on3.com/rivals/donovan-kaufman-144415/
Auburn,Kamal Hadden,CB,RS-SO,Committed,,Auburn,Tennessee Volunteers,85.33,River Rouge,https://www.on3.com/rivals/kamal-hadden-70912/
Auburn,Jaren Handy,DL,SO,Committed,,Auburn,Indiana Hoosiers,94.36,Hattiesburg,https://www.on3.com/rivals/jaren-handy-56897/
Auburn,Kamal Hadden,CB,RS-SO,Entered,5/06/2021,Auburn,,85.33,River Rouge,https://www.on3.com/rivals/kamal-hadden-70912/
Auburn,TJ Finley,QB,FR,Entered,5/06/2021,LSU,,88.67,Ponchatoula,https://www.on3.com/rivals/tj-finley-113095/
Auburn,Jaren Handy,DL,SO,Entered,4/30/2021,Auburn,,94.36,Hattiesburg,https://www.on3.com/rivals/jaren-handy-56897/
Auburn,Donovan Kaufman,S,FR,Entered,4/21/2021,Vanderbilt,Auburn,87.85,Archbishop Rummel,https://www.on3.com/rivals/donovan-kaufman-144415/
Auburn,Mark-Antony Richards,RB,RS-FR,Committed,,Auburn,UCF Knights,94.22,Wellington,https://www.on3.com/rivals/mark-antony-richards-83650/
Auburn,Daquan Newkirk,DL,SR,Committed,,Auburn,Florida Gators,92.14,The First Academy,https://www.on3.com/rivals/daquan-newkirk-29889/
Auburn,Daquan Newkirk,DL,SR,Entered,1/14/2021,Auburn,,92.14,The First Academy,https://www.on3.com/rivals/daquan-newkirk-29889/
Auburn,D.J. Williams,RB,SO,Entered,1/09/2021,Auburn,,90.10,Sebring,https://www.on3.com/rivals/dj-williams-27703/
Auburn,D.J. Williams,RB,SO,Committed,,Auburn,Florida State Seminoles,90.10,Sebring,https://www.on3.com/rivals/dj-williams-27703/
Auburn,OC Brothers,LB,RS-FR,Committed,,Auburn,Purdue Boilermakers,85.90,Rockledge,https://www.on3.com/rivals/oc-brothers-94184/
Auburn,Harold Joiner,RB,RS-SO,Entered,12/17/2020,Auburn,Michigan State,92.72,Mountain Brook,https://www.on3.com/rivals/harold-joiner-142446/
Auburn,Harold Joiner,RB,RS-SO,Committed,,Auburn,Michigan State Spartans,92.72,Mountain Brook,https://www.on3.com/rivals/harold-joiner-142446/
Auburn,Matthew Hill,WR,RS-SO,Committed,,Auburn,USF Bulls,94.37,Brookwood,https://www.on3.com/rivals/matthew-hill-86100/
Auburn,Mark-Antony Richards,RB,RS-FR,Entered,12/16/2020,Auburn,,94.22,Wellington,https://www.on3.com/rivals/mark-antony-richards-83650/
Auburn,OC Brothers,LB,RS-FR,Entered,12/08/2020,Auburn,,85.90,Rockledge,https://www.on3.com/rivals/oc-brothers-94184/
Auburn,Matthew Hill,WR,RS-SO,Entered,12/01/2020,Auburn,USF,94.37,Brookwood,https://www.on3.com/rivals/matthew-hill-86100/
Auburn,Grant Loy,QB,RS-SR,Entered,6/10/2020,Auburn,,,Buckeye Central,https://www.on3.com/rivals/grant-loy-46515/
Auburn,Kilian Zierer,OT,SR,Entered,1/08/2020,Auburn,,89.00,,https://www.on3.com/rivals/kilian-zierer-75191/
Baylor,Hal Presley,WR,FR,Committed,,Auburn,Baylor Bears,90.35,Mansfield Summit,https://www.on3.com/rivals/hal-presley-47371/
Baylor,Hal Presley,WR,FR,Entered,6/17/2021,Auburn,,90.35,Mansfield Summit,https://www.on3.com/rivals/hal-presley-47371/
Baylor,James Sylvester,EDGE,FR,Committed,,Baylor,Stephen F. Austin Lumberjacks,89.48,Newton,https://www.on3.com/rivals/james-sylvester-55946/
Baylor,Jacob Gall,IOL,SR,Committed,,Avatar,Buffalo,,Archbishop Moeller,https://www.on3.com/rivals/jacob-gall-51936/
Baylor,Jacob Gall,IOL,SR,Entered,5/06/2021,Avatar,Buffalo,,Archbishop Moeller,https://www.on3.com/rivals/jacob-gall-51936/
Baylor,Yusuf Terry,WR,RS-FR,Committed,,Baylor,USF Bulls,85.53,Imhotep Institute,https://www.on3.com/rivals/yusuf-terry-122422/
Baylor,James Sylvester,EDGE,FR,Entered,1/15/2021,Baylor,,89.48,Newton,https://www.on3.com/rivals/james-sylvester-55946/
Baylor,Grant Miller,IOL,SR,Committed,,Vanderbilt,Baylor Bears,81.17,St. Thomas Aquinas,https://www.on3.com/rivals/grant-miller-46536/
Baylor,Charlie Brewer,QB,RS-JR,Committed,,Baylor,Utah Utes,84.73,Lake Travis,https://www.on3.com/rivals/charlie-brewer-20392/
Baylor,John Lovett,RB,SR,Entered,12/23/2020,Baylor,,88.13,Cherokee,https://www.on3.com/rivals/john-lovett-63368/
Baylor,Siaki Ika,DL,SO,Committed,,LSU,Baylor Bears,93.20,East,https://www.on3.com/rivals/siaki-ika-142923/
Baylor,Grant Miller,IOL,SR,Entered,12/15/2020,Vanderbilt,,81.17,St. Thomas Aquinas,https://www.on3.com/rivals/grant-miller-46536/
Baylor,Charlie Brewer,QB,RS-JR,Entered,12/14/2020,Baylor,,84.73,Lake Travis,https://www.on3.com/rivals/charlie-brewer-20392/
Baylor,Logan Compton,TE,FR,Entered,12/08/2020,Baylor,,86.98,Tomball,https://www.on3.com/rivals/logan-compton-79683/
Baylor,Yusuf Terry,WR,RS-FR,Entered,12/04/2020,Baylor,,85.53,Imhotep Institute,https://www.on3.com/rivals/yusuf-terry-122422/
Baylor,Siaki Ika,DL,SO,Entered,10/28/2020,LSU,,93.20,East,https://www.on3.com/rivals/siaki-ika-142923/
Baylor,Jake Burton,IOL,SR,Entered,8/25/2020,Avatar,Baylor,84.97,Granite Hills,https://www.on3.com/rivals/jake-burton-53370/
Baylor,Dillon Doyle,LB,RS-SO,Entered,6/18/2020,Baylor,,85.40,Iowa City West,https://www.on3.com/rivals/dillon-doyle-36997/
Baylor,William Bradley-King,LB,SR,Entered,4/17/2020,Baylor,,78.27,Hogan Preparatory Academy,https://www.on3.com/rivals/william-bradley-king-121164/
Boise State,Will Farrar,OT,RS-JR,Committed,,Texas Tech,Boise State Broncos,86.53,Fort Bend Travis,https://www.on3.com/rivals/will-farrar-120784/
Boise State,Robert Cooper,EDGE,FR,Committed,,Avatar,Boise State,82.62,Bethel,https://www.on3.com/rivals/robert-cooper-100988/
