School,Name,Position,Year/Class,Status,Date Entered Portal,From Team,To Team,Rating,High School,Profile URL
Akron,Alex Branch,S,SR,Committed,,Avatar,Kent State,79.75,Twinsburg,https://www.on3.com/rivals/alex-branch-2853/
Akron,Amarie Archer,IOL,JR,Committed,,East Carolina,Akron Zips,81.00,,https://www.on3.com/rivals/amarie-archer-241962/
Akron,Devonte Golden-Nelson,CB,RS-JR,Entered,12/17/2024,Akron,,84.28,Memphis University School,https://www.on3.com/rivals/devonte-golden-nelson-36607/
Akron,Joey Hunter,CB,RS-JR,Entered,12/17/2024,Akron,,84.00,Sandy Creek,https://www.on3.com/rivals/joey-hunter-144511/
Akron,Darrell Johnson,OT,SR,Committed,,Western Kentucky,Akron Zips,84.00,Lawrence North,https://www.on3.com/rivals/darrell-johnson-162268/
Akron,Bryan McCoy,LB,JR,Committed,,Akron,Oklahoma State Cowboys,85.50,Joliet West,https://www.on3.com/rivals/bryan-mccoy-15495/
Akron,Cyrus Durham,EDGE,RS-SO,Entered,12/13/2024,Arizona,Akron,85.00,,https://www.on3.com/rivals/cyrus-durham-239555/
Akron,Darrell Johnson,OT,SR,Entered,12/10/2024,Western Kentucky,Akron,84.00,Lawrence North,https://www.on3.com/rivals/darrell-johnson-162268/
Akron,Laurance Seymore,IOL,RS-JR,Entered,12/10/2024,Akron,,83.82,Miami Central,https://www.on3.com/rivals/laurance-seymore-78497/
Akron,D.J. Stepney,S,RS-JR,Entered,12/10/2024,Marshall,Akron,85.00,Dakota,https://www.on3.com/rivals/dj-stepney-27670/
Akron,Garrison Smith,K,SR,Entered,12/09/2024,Akron,,79.68,Norwalk,https://www.on3.com/rivals/garrison-smith-45136/
Akron,Bryan McCoy,LB,JR,Entered,12/09/2024,Akron,,85.50,Joliet West,https://www.on3.com/rivals/bryan-mccoy-15495/
Akron,Jerrod Burrell,IOL,JR,Entered,12/09/2024,Avatar,Akron,84.00,Digital Harbor,https://www.on3.com/rivals/jerrod-burrell-239618/
Akron,CJ Nunnally,DL,SR,Entered,12/09/2024,Akron,,86.00,South Paulding,https://www.on3.com/rivals/cj-nunnally-23737/
Akron,Noel Roach,S,RS-JR,Entered,12/09/2024,Avatar,Akron,82.00,Penn Hills,https://www.on3.com/rivals/noel-roach-93826/
Akron,Alex Branch,S,SR,Entered,12/09/2024,Avatar,Kent State,79.75,Twinsburg,https://www.on3.com/rivals/alex-branch-2853/
Akron,Chris Gee,RB,SO,Entered,12/09/2024,Avatar,Colgate,82.75,Paschal,https://www.on3.com/rivals/chris-gee-150925/
Akron,Brandon Hills,WR,RS-FR,Entered,12/09/2024,Washington State,Akron,83.00,Vista Ridge,https://www.on3.com/rivals/brandon-hills-148028/
Akron,Bobby Golden,WR,JR,Entered,12/09/2024,Akron,,85.06,Miami Palmetto,https://www.on3.com/rivals/bobby-golden-11300/
Akron,Adrian Norton,WR,SO,Entered,12/09/2024,Akron,Marshall,84.45,Stebbins,https://www.on3.com/rivals/adrian-norton-146008/
Akron,Amarie Archer,IOL,JR,Entered,12/09/2024,East Carolina,Akron,81.00,,https://www.on3.com/rivals/amarie-archer-241962/
Akron,Davion Jennings,CB,JR,Entered,12/09/2024,Akron,,82.00,Archbishop Hoban,https://www.on3.com/rivals/davion-jennings-246925/
Akron,Jayvin James,OT,RS-FR,Entered,12/09/2024,Akron,,80.77,Blanche Ely,https://www.on3.com/rivals/jayvin-james-156413/
Akron,Phaizon Wilson,WR,RS-SO,Entered,12/09/2024,Avatar,Akron,82.00,Lancaster,https://www.on3.com/rivals/phaizon-wilson-96361/
Akron,Charles Kellom,RB,RS-SO,Entered,12/09/2024,Avatar,Akron,84.00,St. Xavier,https://www.on3.com/rivals/charles-kellom-20188/
Akron,Jarvis Rush,WR,JR,Entered,12/09/2024,Akron,,83.00,Louisville,https://www.on3.com/rivals/jarvis-rush-236202/
Akron,Andre Proffitt,DL,RS-JR,Entered,12/09/2024,Avatar,Akron,81.00,Lakota West,https://www.on3.com/rivals/andre-proffitt-4660/
Akron,Marcus Moore,DL,RS-FR,Entered,12/09/2024,Akron,,85.28,Washington,https://www.on3.com/rivals/marcus-moore-156737/
Akron,Tim Grear,WR,RS-JR,Entered,12/05/2024,Fresno State,,83.00,John Ehret,https://www.on3.com/rivals/tim-grear-174313/
Akron,Brian Kilbane Jr,IOL,RS-SO,Entered,1/23/2024,Akron,,79.58,St. Edward,https://www.on3.com/rivals/brian-kilbane-jr-14569/
Alabama,Brody Dalton,TE,RS-JR,Committed,,Troy,Alabama Crimson Tide,86.50,Fyffe,https://www.on3.com/rivals/brody-dalton-15189/
Alabama,Jack Sammarco,TE,FR,Committed,,West Virginia,Alabama Crimson Tide,82.55,Walnut Hills,https://www.on3.com/rivals/jack-sammarco-154779/
Alabama,Brody Dalton,TE,RS-JR,Entered,4/18/2025,Troy,,86.50,Fyffe,https://www.on3.com/rivals/brody-dalton-15189/
Alabama,Jack Sammarco,TE,FR,Entered,4/17/2025,West Virginia,,82.55,Walnut Hills,https://www.on3.com/rivals/jack-sammarco-154779/
Alabama,Jaren Hamilton,WR,SO,Committed,,Alabama,Arizona State Sun Devils,86.44,F. W. Buchholz,https://www.on3.com/rivals/jaren-hamilton-146413/
Alabama,King Mack,S,SO,Committed,,Alabama,Penn State Nittany Lions,89.03,St. Thomas Aquinas,https://www.on3.com/rivals/king-mack-75244/
Alabama,Sterling Dixon,LB,FR,Committed,,Alabama,NC State Wolfpack,86.83,Spanish Fort,https://www.on3.com/rivals/sterling-dixon-108609/
Alabama,Justin Okoronkwo,LB,FR,Committed,,Alabama,South Carolina Gamecocks,86.94,Germany,https://www.on3.com/rivals/justin-okoronkwo-156428/
Alabama,Elijah Pritchett,OT,RS-SO,Committed,,Alabama,Nebraska Cornhuskers,90.99,Carver,https://www.on3.com/rivals/elijah-pritchett-41325/
Alabama,Jeremiah Alexander,EDGE,RS-SO,Committed,,Alabama,Clemson Tigers,87.76,Thompson,https://www.on3.com/rivals/jeremiah-alexander-60021/
Alabama,Jayshawn Ross,EDGE,FR,Committed,,Alabama,Kansas State Wildcats,90.29,Liberty North,https://www.on3.com/rivals/jayshawn-ross-147685/
Alabama,Ty Lockwood,TE,RS-FR,Committed,,Alabama,Boston College Eagles,87.41,Independence,https://www.on3.com/rivals/ty-lockwood-117034/
Alabama,Amari Jefferson,WR,FR,Committed,,Alabama,Tennessee Volunteers,87.40,Baylor School,https://www.on3.com/rivals/amari-jefferson-151580/
Alabama,Dre'lyn Washington,RB,RS-JR,Committed,,Louisiana,Alabama Crimson Tide,85.83,Hemphill,https://www.on3.com/rivals/drelyn-washington-38881/
Alabama,Peter Knudson,TE,SR,Committed,,Weber State,Alabama Crimson Tide,84.50,McCall-Donnelly,https://www.on3.com/rivals/peter-knudson-96185/
Alabama,Justin Okoronkwo,LB,FR,Entered,1/06/2025,Alabama,,86.94,Germany,https://www.on3.com/rivals/justin-okoronkwo-156428/
Alabama,Elijah Pritchett,OT,RS-SO,Entered,1/05/2025,Alabama,,90.99,Carver,https://www.on3.com/rivals/elijah-pritchett-41325/
Alabama,Sterling Dixon,LB,FR,Entered,1/04/2025,Alabama,,86.83,Spanish Fort,https://www.on3.com/rivals/sterling-dixon-108609/
Alabama,Ty Lockwood,TE,RS-FR,Entered,1/04/2025,Alabama,,87.41,Independence,https://www.on3.com/rivals/ty-lockwood-117034/
Alabama,King Mack,S,SO,Entered,1/03/2025,Alabama,,89.03,St. Thomas Aquinas,https://www.on3.com/rivals/king-mack-75244/
Alabama,Arkel Anugwom,OT,RS-FR,Committed,,Ball State,Alabama Crimson Tide,86.85,Antioch,https://www.on3.com/rivals/arkel-anugwom-247793/
Alabama,Jayden Hobson,OT,RS-FR,Committed,,South Alabama,Alabama Crimson Tide,82.00,Hillcrest,https://www.on3.com/rivals/jayden-hobson-155022/
Alabama,David Bird,LS,SO,Committed,,California,Alabama Crimson Tide,80.00,Sandra Day O'Connor,https://www.on3.com/rivals/david-bird-156080/
Alabama,Jayshawn Ross,EDGE,FR,Entered,1/03/2025,Alabama,,90.29,Liberty North,https://www.on3.com/rivals/jayshawn-ross-147685/
Alabama,Jeremiah Alexander,EDGE,RS-SO,Entered,1/03/2025,Alabama,,87.76,Thompson,https://www.on3.com/rivals/jeremiah-alexander-60021/
Alabama,Amari Jefferson,WR,FR,Entered,1/02/2025,Alabama,,87.40,Baylor School,https://www.on3.com/rivals/amari-jefferson-151580/
Alabama,Jaren Hamilton,WR,SO,Entered,1/02/2025,Alabama,,86.44,F. W. Buchholz,https://www.on3.com/rivals/jaren-hamilton-146413/
Alabama,Justice Haynes,RB,SO,Committed,,Alabama,Michigan Wolverines,92.80,Buford,https://www.on3.com/rivals/justice-haynes-68957/
Alabama,Hunter Osborne,DL,RS-FR,Committed,,Alabama,Virginia Cavaliers,88.90,Hewitt-Trussville,https://www.on3.com/rivals/hunter-osborne-48561/
Alabama,Emmanuel Henderson,WR,JR,Committed,,Alabama,Kansas Jayhawks,87.44,Geneva County,https://www.on3.com/rivals/emmanuel-henderson-41754/
Alabama,Jayden Hobson,OT,RS-FR,Entered,12/23/2024,South Alabama,,82.00,Hillcrest,https://www.on3.com/rivals/jayden-hobson-155022/
Alabama,Nikhai Hill-Green,LB,SR,Committed,,Colorado,Alabama Crimson Tide,92.23,St. Frances Academy,https://www.on3.com/rivals/nikhai-hill-green-93353/
Alabama,Isaiah Horton,WR,RS-SO,Committed,,Miami,Alabama Crimson Tide,91.89,Oakland,https://www.on3.com/rivals/isaiah-horton-144190/
Alabama,Kam Dewberry,IOL,JR,Committed,,Texas A&M,Alabama Crimson Tide,88.92,Atascocita,https://www.on3.com/rivals/kam-dewberry-70872/
Alabama,Kendrick Law,WR,JR,Committed,,Alabama,Kentucky Wildcats,89.99,Captain Shreve,https://www.on3.com/rivals/kendrick-law-72933/
Alabama,Miles McVay,IOL,RS-FR,Committed,,Alabama,North Carolina Tar Heels,89.24,East St. Louis,https://www.on3.com/rivals/miles-mcvay-89700/
Alabama,Damon Payne,DL,RS-JR,Committed,,Alabama,Michigan Wolverines,89.75,Belleville High School,https://www.on3.com/rivals/damon-payne-28719/
Alabama,Caleb Odom,WR,FR,Committed,,Alabama,Ole Miss Rebels,90.96,Carrollton,https://www.on3.com/rivals/caleb-odom-147670/
Alabama,Isaiah Horton,WR,RS-SO,Entered,12/18/2024,Miami,Alabama,91.89,Oakland,https://www.on3.com/rivals/isaiah-horton-144190/
Alabama,Cameron Calhoun,CB,RS-FR,Committed,,Utah,Alabama Crimson Tide,91.94,Winton Woods,https://www.on3.com/rivals/cameron-calhoun-151067/
Alabama,Kelby Collins,EDGE,SO,Committed,,Florida,Alabama Crimson Tide,91.23,Gardendale,https://www.on3.com/rivals/kelby-collins-72316/
Alabama,Dylan Lonergan,QB,RS-FR,Committed,,Alabama,Boston College Eagles,88.07,Brookwood,https://www.on3.com/rivals/dylan-lonergan-39958/
Alabama,Naquil Betrand,OT,RS-FR,Committed,,Alabama,Syracuse Orange,84.67,Northeast,https://www.on3.com/rivals/naquil-betrand-91009/
Alabama,Kobe Prentice,WR,JR,Committed,,Alabama,Baylor Bears,90.27,Calera,https://www.on3.com/rivals/kobe-prentice-75570/
Alabama,Nikhai Hill-Green,LB,SR,Entered,12/17/2024,Colorado,,92.23,St. Frances Academy,https://www.on3.com/rivals/nikhai-hill-green-93353/
Alabama,Emmanuel Henderson,WR,JR,Entered,12/17/2024,Alabama,,87.44,Geneva County,https://www.on3.com/rivals/emmanuel-henderson-41754/
Alabama,Damon Payne,DL,RS-JR,Entered,12/17/2024,Alabama,,89.75,Belleville High School,https://www.on3.com/rivals/damon-payne-28719/
Alabama,Jehiem Oatis,DL,JR,Committed,,Alabama,Colorado Buffaloes,90.65,Columbia,https://www.on3.com/rivals/jehiem-oatis-52934/
Alabama,Devonta Smith,CB,RS-JR,Committed,,Alabama,Notre Dame Fighting Irish,91.06,La Salle,https://www.on3.com/rivals/devonta-smith-36523/
Alabama,Danny Lewis,TE,RS-SO,Withdrawn,,Alabama,Alabama,87.60,Westgate,https://www.on3.com/rivals/danny-lewis-29630/
Alabama,Jahlil Hurley,S,RS-FR,Committed,,Alabama,Kansas Jayhawks,88.15,Florence,https://www.on3.com/rivals/jahlil-hurley-145517/
Alabama,Devonta Smith,CB,RS-JR,Entered,12/14/2024,Alabama,,91.06,La Salle,https://www.on3.com/rivals/devonta-smith-36523/
Alabama,Justice Haynes,RB,SO,Entered,12/13/2024,Alabama,,92.80,Buford,https://www.on3.com/rivals/justice-haynes-68957/
Alabama,David Bird,LS,SO,Entered,12/13/2024,California,,80.00,Sandra Day O'Connor,https://www.on3.com/rivals/david-bird-156080/
Alabama,Dylan Lonergan,QB,RS-FR,Entered,12/12/2024,Alabama,,88.07,Brookwood,https://www.on3.com/rivals/dylan-lonergan-39958/
Alabama,Braylon Chatman,LB,SO,Entered,12/12/2024,Alabama,,81.00,Hewitt-Trussville,https://www.on3.com/rivals/braylon-chatman-151077/
Alabama,Keanu Koht,LB,RS-JR,Committed,,Alabama,Vanderbilt Commodores,88.44,Vero Beach,https://www.on3.com/rivals/keanu-koht-71651/
Alabama,Cameron Calhoun,CB,RS-FR,Entered,12/10/2024,Utah,,91.94,Winton Woods,https://www.on3.com/rivals/cameron-calhoun-151067/
Alabama,Kelby Collins,EDGE,SO,Entered,12/10/2024,Florida,Alabama,91.23,Gardendale,https://www.on3.com/rivals/kelby-collins-72316/
Alabama,Dre'lyn Washington,RB,RS-JR,Entered,12/10/2024,Louisiana,,85.83,Hemphill,https://www.on3.com/rivals/drelyn-washington-38881/
Alabama,Caleb Odom,WR,FR,Entered,12/10/2024,Alabama,,90.96,Carrollton,https://www.on3.com/rivals/caleb-odom-147670/
Alabama,Arkel Anugwom,OT,RS-FR,Entered,12/09/2024,Ball State,,86.85,Antioch,https://www.on3.com/rivals/arkel-anugwom-247793/
Alabama,Miles McVay,IOL,RS-FR,Entered,12/09/2024,Alabama,,89.24,East St. Louis,https://www.on3.com/rivals/miles-mcvay-89700/
Alabama,Jehiem Oatis,DL,JR,Entered,12/09/2024,Alabama,,90.65,Columbia,https://www.on3.com/rivals/jehiem-oatis-52934/
Alabama,Naquil Betrand,OT,RS-FR,Entered,12/09/2024,Alabama,,84.67,Northeast,https://www.on3.com/rivals/naquil-betrand-91009/
Alabama,Danny Lewis,TE,RS-SO,Entered,12/09/2024,Alabama,,87.60,Westgate,https://www.on3.com/rivals/danny-lewis-29630/
Alabama,Jahlil Hurley,S,RS-FR,Entered,12/09/2024,Alabama,,88.15,Florence,https://www.on3.com/rivals/jahlil-hurley-145517/
Alabama,Hunter Osborne,DL,RS-FR,Entered,12/09/2024,Alabama,,88.90,Hewitt-Trussville,https://www.on3.com/rivals/hunter-osborne-48561/
Alabama,Kobe Prentice,WR,JR,Entered,12/09/2024,Alabama,,90.27,Calera,https://www.on3.com/rivals/kobe-prentice-75570/
Alabama,Kendrick Law,WR,JR,Entered,12/09/2024,Alabama,,89.99,Captain Shreve,https://www.on3.com/rivals/kendrick-law-72933/
Alabama,Kam Dewberry,IOL,JR,Entered,12/09/2024,Texas A&M,,88.92,Atascocita,https://www.on3.com/rivals/kam-dewberry-70872/
Alabama,Blake Doud,P,RS-JR,Committed,,Colorado School of Mines,Alabama Crimson Tide,,Legend,https://www.on3.com/rivals/blake-doud-249711/
Alabama,Keanu Koht,LB,RS-JR,Entered,12/02/2024,Alabama,,88.44,Vero Beach,https://www.on3.com/rivals/keanu-koht-71651/
Alabama,Peter Knudson,TE,SR,Entered,11/26/2024,Weber State,,84.50,McCall-Donnelly,https://www.on3.com/rivals/peter-knudson-96185/
Alabama,Blake Doud,P,RS-JR,Entered,11/24/2024,Colorado School of Mines,,,Legend,https://www.on3.com/rivals/blake-doud-249711/
Arizona State,Justice Spann,WR,FR,Committed,,Arizona State,Memphis Tigers,81.50,Chandler,https://www.on3.com/rivals/justice-spann-153231/
Arizona State,Rashad McKenzie,DL,RS-SO,Committed,,Washington State,Arizona State Sun Devils,82.00,Bishop Alemany,https://www.on3.com/rivals/rashad-mckenzie-98556/
Arizona State,Troy Omeire,WR,RS-SR,Committed,,Arizona State,UNLV Rebels,86.00,Fort Bend Austin,https://www.on3.com/rivals/troy-omeire-116686/
Arizona State,Max Ware,WR,RS-SO,Committed,,Arizona State,Hawaii Rainbow Warriors,,Brophy College Preparatory,https://www.on3.com/rivals/max-ware-237270/
Arizona State,Kyran Bourda,DL,RS-FR,Committed,,Arizona State,Texas State Bobcats,85.00,St. Augustine,https://www.on3.com/rivals/kyran-bourda-77200/
Arizona State,Connor Cameron,OT,FR,Committed,,Arizona State,Baylor Bears,81.00,Campo Verde,https://www.on3.com/rivals/connor-cameron-187637/
Arizona State,Akim Lanieux,WR,RS-JR,Committed,,Northern Illinois,Arizona State Sun Devils,84.00,Plaquemine,https://www.on3.com/rivals/akim-lanieux-251083/
Arizona State,Keona Peat,IOL,RS-FR,Committed,,Arizona State,Arizona Wildcats,81.00,Corona Del Sol,https://www.on3.com/rivals/keona-peat-237265/
Arizona State,Maurice Williams,S,FR,Committed,,Houston,Arizona State Sun Devils,86.00,Shadow Creek,https://www.on3.com/rivals/maurice-williams-86506/
Arizona State,Brent Helton,IOL,FR,Committed,,Iowa State,Arizona State Sun Devils,85.00,Centennial,https://www.on3.com/rivals/brent-helton-174654/
Arizona State,Wade Helton,OT,FR,Committed,,Iowa State,Arizona State Sun Devils,86.00,Centennial,https://www.on3.com/rivals/wade-helton-174640/
Arizona State,Alton McCaskill,RB,RS-JR,Committed,,Arizona State,Sam Houston State Bearkats,86.00,Oak Ridge,https://www.on3.com/rivals/alton-mccaskill-4040/
Arizona State,Akim Lanieux,WR,RS-JR,Entered,4/25/2025,Northern Illinois,Arizona State,84.00,Plaquemine,https://www.on3.com/rivals/akim-lanieux-251083/
Arizona State,Maurice Williams,S,FR,Entered,4/24/2025,Houston,,86.00,Shadow Creek,https://www.on3.com/rivals/maurice-williams-86506/
Arizona State,Keona Peat,IOL,RS-FR,Entered,4/17/2025,Arizona State,,81.00,Corona Del Sol,https://www.on3.com/rivals/keona-peat-237265/
Arizona State,Deric English,WR,SO,Entered,4/17/2025,Arizona State,,85.00,Mountain Ridge,https://www.on3.com/rivals/deric-english-34884/
Arizona State,Justice Spann,WR,FR,Entered,4/16/2025,Arizona State,,81.50,Chandler,https://www.on3.com/rivals/justice-spann-153231/
Arizona State,Christian Hunt,QB,RS-FR,Entered,4/16/2025,Arizona State,,81.00,Redondo Union,https://www.on3.com/rivals/christian-hunt-156497/
Arizona State,Alton McCaskill,RB,RS-JR,Entered,4/16/2025,Arizona State,Sam Houston State,86.00,Oak Ridge,https://www.on3.com/rivals/alton-mccaskill-4040/
Arizona State,Ian Hershey,K,RS-SO,Entered,4/16/2025,Arizona State,,80.00,,https://www.on3.com/rivals/ian-hershey-149620/
Arizona State,Navi Bruzon,QB,FR,Entered,4/16/2025,Avatar,Arizona State,81.00,Liberty,https://www.on3.com/rivals/navi-bruzon-158494/
Arizona State,Connor Cameron,OT,FR,Entered,4/16/2025,Arizona State,,81.00,Campo Verde,https://www.on3.com/rivals/connor-cameron-187637/
Arizona State,Rashad McKenzie,DL,RS-SO,Entered,4/16/2025,Washington State,Arizona State,82.00,Bishop Alemany,https://www.on3.com/rivals/rashad-mckenzie-98556/
Arizona State,Max Ware,WR,RS-SO,Entered,4/16/2025,Arizona State,,,Brophy College Preparatory,https://www.on3.com/rivals/max-ware-237270/
