School,Name,Position,Year/Class,Status,Date Entered Portal,From Team,To Team,Rating,High School,Profile URL
Alabama,Tyler Steen,OT,SR,Committed,,Vanderbilt,Alabama Crimson Tide,89.41,St. Thomas Aquinas,https://www.on3.com/rivals/tyler-steen-118122/
Alabama,Camar Wheaton,RB,FR,Committed,,Alabama,SMU Mustangs,96.27,Lakeview Centennial,https://www.on3.com/rivals/camar-wheaton-17553/
Alabama,Agiye Hall,WR,FR,Entered,4/07/2022,Alabama,,93.48,Bloomingdale,https://www.on3.com/rivals/agiye-hall-1813/
Alabama,Caden Clark,TE,FR,Entered,4/07/2022,Alabama,Akron,88.67,Archbishop Hoban,https://www.on3.com/rivals/caden-clark-16703/
Alabama,Carter Short,LS,FR,Entered,2/03/2022,Avatar,Alabama,,Hoover,https://www.on3.com/rivals/carter-short-18939/
Alabama,Camar Wheaton,RB,FR,Entered,2/01/2022,Alabama,,96.27,Lakeview Centennial,https://www.on3.com/rivals/camar-wheaton-17553/
Alabama,Keelan Cox,DL,FR,Entered,1/28/2022,Alabama,,,Manvel,https://www.on3.com/rivals/keelan-cox-71815/
Alabama,Shane Lee,LB,JR,Committed,,Alabama,USC Trojans,94.87,St. Frances Academy,https://www.on3.com/rivals/shane-lee-106452/
Alabama,Jermaine Burton,WR,SO,Committed,,Georgia,Alabama Crimson Tide,97.67,Calabasas,https://www.on3.com/rivals/jermaine-burton-60695/
Alabama,Jaylen Moody,LB,JR,Withdrawn,,Alabama,Alabama,83.35,Conway,https://www.on3.com/rivals/jaylen-moody-58927/
Alabama,Tommy Brown,OT,RS-JR,Committed,,Alabama,Colorado Buffaloes,93.02,Mater Dei,https://www.on3.com/rivals/tommy-brown-113557/
Alabama,Jermaine Burton,WR,SO,Entered,1/19/2022,Georgia,,97.67,Calabasas,https://www.on3.com/rivals/jermaine-burton-60695/
Alabama,Paul Tyson,QB,RS-SO,Committed,,Alabama,Arizona State Sun Devils,89.86,Hewitt-Trussville,https://www.on3.com/rivals/paul-tyson-95858/
Alabama,Jahleel Billingsley,TE,JR,Committed,,Alabama,Texas Longhorns,96.84,Phillips Academy,https://www.on3.com/rivals/jahleel-billingsley-52965/
Alabama,Drew Sanders,LB,SO,Committed,,Alabama,Arkansas Razorbacks,91.91,Ryan,https://www.on3.com/rivals/drew-sanders-39170/
Alabama,Javon Baker,WR,SO,Entered,1/15/2022,Alabama,,91.63,McEachern,https://www.on3.com/rivals/javon-baker-58105/
Alabama,Shane Lee,LB,JR,Entered,1/14/2022,Alabama,,94.87,St. Frances Academy,https://www.on3.com/rivals/shane-lee-106452/
Alabama,King Mwikuta,EDGE,JR,Committed,,Alabama,Arkansas State Red Wolves,92.74,Troup County,https://www.on3.com/rivals/king-mwikuta-75247/
Alabama,Jaylen Moody,LB,JR,Entered,1/14/2022,Alabama,,83.35,Conway,https://www.on3.com/rivals/jaylen-moody-58927/
Alabama,Tommy Brown,OT,RS-JR,Entered,1/12/2022,Alabama,,93.02,Mater Dei,https://www.on3.com/rivals/tommy-brown-113557/
Alabama,Tyler Steen,OT,SR,Entered,1/11/2022,Vanderbilt,,89.41,St. Thomas Aquinas,https://www.on3.com/rivals/tyler-steen-118122/
Alabama,Jahleel Billingsley,TE,JR,Entered,1/11/2022,Alabama,,96.84,Phillips Academy,https://www.on3.com/rivals/jahleel-billingsley-52965/
Alabama,Paul Tyson,QB,RS-SO,Entered,1/11/2022,Alabama,,89.86,Hewitt-Trussville,https://www.on3.com/rivals/paul-tyson-95858/
Alabama,Drew Sanders,LB,SO,Entered,1/11/2022,Alabama,,91.91,Ryan,https://www.on3.com/rivals/drew-sanders-39170/
Alabama,King Mwikuta,EDGE,JR,Entered,1/11/2022,Alabama,Arkansas State,92.74,Troup County,https://www.on3.com/rivals/king-mwikuta-75247/
Alabama,Jackson Bratton,LB,RS-FR,Committed,,Alabama,UAB Blazers,92.72,Muscle Shoals,https://www.on3.com/rivals/jackson-bratton-51507/
Alabama,Xavier Williams,WR,RS-SO,Committed,,Alabama,Utah State Aggies,92.33,Chaminade-Madonna Prep,https://www.on3.com/rivals/xavier-williams-122217/
Alabama,Jahmyr Gibbs,RB,SO,Committed,,Georgia Tech,Alabama Crimson Tide,98.47,Dalton,https://www.on3.com/rivals/jahmyr-gibbs-53035/
Alabama,Marcus Banks,CB,JR,Committed,,Alabama,Mississippi State Bulldogs,89.39,Dekaney,https://www.on3.com/rivals/marcus-banks-82489/
Alabama,Pierce Quick,OT,RS-FR,Committed,,Alabama,Georgia Tech Yellow Jackets,96.14,Hewitt-Trussville,https://www.on3.com/rivals/pierce-quick-96645/
Alabama,Eli Ricks,CB,SO,Committed,,LSU,Alabama Crimson Tide,96.89,IMG Academy,https://www.on3.com/rivals/eli-ricks-40984/
Alabama,Jahmyr Gibbs,RB,SO,Entered,11/30/2021,Georgia Tech,,98.47,Dalton,https://www.on3.com/rivals/jahmyr-gibbs-53035/
Alabama,Pierce Quick,OT,RS-FR,Entered,11/29/2021,Alabama,,96.14,Hewitt-Trussville,https://www.on3.com/rivals/pierce-quick-96645/
Alabama,Jackson Bratton,LB,RS-FR,Entered,11/29/2021,Alabama,,92.72,Muscle Shoals,https://www.on3.com/rivals/jackson-bratton-51507/
Alabama,Eli Ricks,CB,SO,Entered,11/23/2021,LSU,,96.89,IMG Academy,https://www.on3.com/rivals/eli-ricks-40984/
Alabama,Xavier Williams,WR,RS-SO,Entered,11/12/2021,Alabama,,92.33,Chaminade-Madonna Prep,https://www.on3.com/rivals/xavier-williams-122217/
Alabama,Marcus Banks,CB,JR,Entered,11/09/2021,Alabama,,89.39,Dekaney,https://www.on3.com/rivals/marcus-banks-82489/
Alabama,Kyle Edwards,RB,FR,Entered,6/05/2021,Alabama,,88.40,Destrehan,https://www.on3.com/rivals/kyle-edwards-76565/
Akron,Nate Thompson,S,RS-SO,Committed,,Duke,Akron Zips,87.47,Southern Lee,https://www.on3.com/rivals/nate-thompson-91411/
Akron,Joey Marousek,QB,SO,Committed,,Avatar,Akron,79.30,North Royalton,https://www.on3.com/rivals/joey-marousek-62823/
Akron,Devonte Golden-Nelson,CB,FR,Committed,,Memphis,Akron Zips,84.10,Memphis University School,https://www.on3.com/rivals/devonte-golden-nelson-36607/
Akron,Jeff Undercuffler,QB,RS-SO,Committed,,Avatar,Albany,,Holy Cross Academy,https://www.on3.com/rivals/jeff-undercuffler-155332/
Akron,Jonah Morris,WR,SR,Committed,,Avatar,Akron,87.43,Archbishop Hoban,https://www.on3.com/rivals/jonah-morris-64461/
Akron,Kyle Bischof,LB,FR,Entered,5/02/2022,Avatar,Akron,,Mentor,https://www.on3.com/rivals/kyle-bischof-76420/
Akron,Joey Marousek,QB,SO,Entered,5/01/2022,Avatar,Akron,79.30,North Royalton,https://www.on3.com/rivals/joey-marousek-62823/
Akron,Woobendy Guerrier,S,SR,Entered,4/28/2022,Avatar,Akron,81.54,South Dade,https://www.on3.com/rivals/woobendy-guerrier-121726/
Akron,Jonah Morris,WR,SR,Entered,4/27/2022,Avatar,Akron,87.43,Archbishop Hoban,https://www.on3.com/rivals/jonah-morris-64461/
Akron,Daniel George,WR,RS-SO,Committed,,Penn State,Akron Zips,91.22,Oxon Hill,https://www.on3.com/rivals/daniel-george-29235/
Akron,Anthony Whigan,IOL,RS-JR,Committed,,Penn State,Akron Zips,93.02,Great Mills,https://www.on3.com/rivals/anthony-whigan-6684/
Akron,Caden Clark,TE,FR,Committed,,Alabama,Akron Zips,88.67,Archbishop Hoban,https://www.on3.com/rivals/caden-clark-16703/
Akron,Caden Clark,TE,FR,Entered,4/07/2022,Alabama,Akron,88.67,Archbishop Hoban,https://www.on3.com/rivals/caden-clark-16703/
Akron,Clyde Price,RB,RS-FR,Committed,,Kansas State,Akron Zips,80.66,North Kansas City,https://www.on3.com/rivals/clyde-price-24167/
Akron,Anthony Whigan,IOL,RS-JR,Entered,1/31/2022,Penn State,Akron,93.02,Great Mills,https://www.on3.com/rivals/anthony-whigan-6684/
Akron,Curtis Harper,DL,RS-JR,Committed,,Syracuse,Akron Zips,79.21,McKeesport,https://www.on3.com/rivals/curtis-harper-27142/
Akron,TJ Banks,TE,RS-SO,Committed,,West Virginia,Akron Zips,88.07,East Allegheny,https://www.on3.com/rivals/tj-banks-113069/
Akron,Daniel George,WR,RS-SO,Entered,1/21/2022,Penn State,Akron,91.22,Oxon Hill,https://www.on3.com/rivals/daniel-george-29235/
Akron,AJ Watts,S,JR,Entered,1/19/2022,Akron,,78.32,Carver,https://www.on3.com/rivals/aj-watts-2248/
Akron,Michael Mathison,WR,SO,Committed,,Akron,Western Kentucky Hilltoppers,76.82,Newton,https://www.on3.com/rivals/michael-mathison-87999/
Akron,Michael Scott,LB,SR,Committed,,Avatar,Akron,79.00,,https://www.on3.com/rivals/michael-scott-88338/
Akron,Alex Adams,WR,FR,Committed,,LSU,Akron Zips,89.03,South Pike,https://www.on3.com/rivals/alex-adams-2766/
Akron,Alex Adams,WR,FR,Entered,1/10/2022,LSU,Akron,89.03,South Pike,https://www.on3.com/rivals/alex-adams-2766/
Akron,Nate Thompson,S,RS-SO,Entered,1/09/2022,Duke,Akron,87.47,Southern Lee,https://www.on3.com/rivals/nate-thompson-91411/
Akron,Clyde Price,RB,RS-FR,Entered,1/07/2022,Kansas State,Akron,80.66,North Kansas City,https://www.on3.com/rivals/clyde-price-24167/
Akron,Victor Jones,EDGE,RS-JR,Committed,,Wyoming,Akron Zips,82.50,Inderkum,https://www.on3.com/rivals/victor-jones-142053/
Akron,Max Banes,OT,SO,Committed,,Houston,Akron Zips,78.05,St. Thomas,https://www.on3.com/rivals/max-banes-86556/
Akron,Tim Terry,LB,RS-SR,Committed,,Avatar,Buffalo,79.27,Central Catholic,https://www.on3.com/rivals/tim-terry-112852/
Akron,Shocky Jacques-Louis,WR,JR,Committed,,Pittsburgh,Akron Zips,88.03,Dunbar,https://www.on3.com/rivals/shocky-jacques-louis-142370/
Akron,Devonte Golden-Nelson,CB,FR,Entered,1/03/2022,Memphis,Akron,84.10,Memphis University School,https://www.on3.com/rivals/devonte-golden-nelson-36607/
Akron,Konata Mumpfield,WR,FR,Committed,,Akron,Pittsburgh Panthers,78.47,Dacula,https://www.on3.com/rivals/konata-mumpfield-75799/
Akron,Zach Gibson,QB,RS-FR,Committed,,Akron,Georgia Tech Yellow Jackets,79.77,Johns Creek,https://www.on3.com/rivals/zach-gibson-122734/
Akron,Shocky Jacques-Louis,WR,JR,Entered,12/31/2021,Pittsburgh,Akron,88.03,Dunbar,https://www.on3.com/rivals/shocky-jacques-louis-142370/
Akron,Victor Jones,EDGE,RS-JR,Entered,12/23/2021,Wyoming,Akron,82.50,Inderkum,https://www.on3.com/rivals/victor-jones-142053/
Akron,Kerry Martin,S,SO,Committed,,West Virginia,Akron Zips,84.10,Capital,https://www.on3.com/rivals/kerry-martin-73730/
Akron,Jeff Undercuffler,QB,RS-SO,Entered,12/17/2021,Avatar,Albany,,Holy Cross Academy,https://www.on3.com/rivals/jeff-undercuffler-155332/
Akron,Cameron Wiley,RB,RS-FR,Committed,,Minnesota,Akron Zips,83.77,Desert Pines,https://www.on3.com/rivals/cameron-wiley-18179/
Akron,Devon Robinson,DL,RS-SO,Entered,12/13/2021,Memphis,Akron,82.83,Whitehaven,https://www.on3.com/rivals/devon-robinson-36451/
Akron,Devon Robinson,DL,RS-SO,Committed,,Memphis,Akron Zips,82.83,Whitehaven,https://www.on3.com/rivals/devon-robinson-36451/
Akron,Michael Mathison,WR,SO,Entered,12/12/2021,Akron,Western Kentucky,76.82,Newton,https://www.on3.com/rivals/michael-mathison-87999/
Akron,TJ Banks,TE,RS-SO,Entered,12/08/2021,West Virginia,Akron,88.07,East Allegheny,https://www.on3.com/rivals/tj-banks-113069/
Akron,Max Banes,OT,SO,Entered,12/08/2021,Houston,Akron,78.05,St. Thomas,https://www.on3.com/rivals/max-banes-86556/
Akron,Konata Mumpfield,WR,FR,Entered,12/06/2021,Akron,,78.47,Dacula,https://www.on3.com/rivals/konata-mumpfield-75799/
Akron,Bryce Petersen,IOL,SR,Committed,,Avatar,Akron,,McKinleyville,https://www.on3.com/rivals/bryce-petersen-149764/
Akron,George Qualls,WR,SR,Entered,12/01/2021,Akron,,,,https://www.on3.com/rivals/george-qualls-45754/
Akron,Zach Gibson,QB,RS-FR,Entered,11/29/2021,Akron,Georgia Tech,79.77,Johns Creek,https://www.on3.com/rivals/zach-gibson-122734/
Akron,Michael Scott,LB,SR,Entered,11/27/2021,Avatar,Akron,79.00,,https://www.on3.com/rivals/michael-scott-88338/
Akron,Curtis Harper,DL,RS-JR,Entered,11/24/2021,Syracuse,Akron,79.21,McKeesport,https://www.on3.com/rivals/curtis-harper-27142/
Akron,Tim Terry,LB,RS-SR,Entered,11/22/2021,Avatar,Buffalo,79.27,Central Catholic,https://www.on3.com/rivals/tim-terry-112852/
Akron,Teon Dollard,RB,JR,Entered,11/10/2021,Avatar,Akron,80.78,Columbia,https://www.on3.com/rivals/teon-dollard-111180/
Akron,Cameron Wiley,RB,RS-FR,Entered,10/18/2021,Minnesota,Akron,83.77,Desert Pines,https://www.on3.com/rivals/cameron-wiley-18179/
Akron,Kerry Martin,S,SO,Entered,10/13/2021,West Virginia,Akron,84.10,Capital,https://www.on3.com/rivals/kerry-martin-73730/
Akron,Gavin Blunt,WR,JR,Entered,9/30/2021,Avatar,Akron,74.32,Aurora,https://www.on3.com/rivals/gavin-blunt-45356/
Akron,Jamason Jodway,RB,FR,Entered,9/09/2021,Avatar,Akron,,Avondale,https://www.on3.com/rivals/jamason-jodway-144112/
Akron,Bryce Petersen,IOL,SR,Entered,8/25/2021,Avatar,Akron,,McKinleyville,https://www.on3.com/rivals/bryce-petersen-149764/
Appalachian State,Andre Goodman,QB,FR,Withdrawn,,Avatar,Appalachian State,80.31,Greenville,https://www.on3.com/rivals/andre-goodman-4559/
Appalachian State,Tyler Page,WR,SR,Committed,,SMU,Appalachian State Mountaineers,83.22,Friendswood,https://www.on3.com/rivals/tyler-page-117926/
Appalachian State,Tyler Page,WR,SR,Entered,5/03/2022,SMU,,83.22,Friendswood,https://www.on3.com/rivals/tyler-page-117926/
Appalachian State,Justin Isler,DL,FR,Entered,4/18/2022,Avatar,Appalachian State,79.64,Temple,https://www.on3.com/rivals/justin-isler-145348/
Appalachian State,Je'Mari Littlejohn,LB,RS-FR,Entered,4/12/2022,Avatar,Appalachian State,85.25,Gaffney,https://www.on3.com/rivals/jemari-littlejohn-59361/
Appalachian State,Brady McBride,QB,RS-SO,Committed,,Texas State,Appalachian State Mountaineers,80.15,Coppell,https://www.on3.com/rivals/brady-mcbride-11885/
Appalachian State,Bucky Williams,IOL,RS-SO,Committed,,Austin Peay,Appalachian State Mountaineers,,Ringgold,https://www.on3.com/rivals/bucky-williams-16186/
Appalachian State,Brady McBride,QB,RS-SO,Entered,3/24/2022,Texas State,,80.15,Coppell,https://www.on3.com/rivals/brady-mcbride-11885/
Appalachian State,Andrew Parker,LB,RS-SO,Committed,,Arkansas,Appalachian State Mountaineers,81.63,Sophie B. Wright,https://www.on3.com/rivals/andrew-parker-5286/
Appalachian State,Bucky Williams,IOL,RS-SO,Entered,2/26/2022,Austin Peay,,,Ringgold,https://www.on3.com/rivals/bucky-williams-16186/
Appalachian State,Andre Goodman,QB,FR,Entered,1/31/2022,Avatar,Appalachian State,80.31,Greenville,https://www.on3.com/rivals/andre-goodman-4559/
Appalachian State,Andrew Parker,LB,RS-SO,Entered,1/20/2022,Arkansas,,81.63,Sophie B. Wright,https://www.on3.com/rivals/andrew-parker-5286/
Appalachian State,Zareon Hayes,LB,JR,Committed,,Avatar,Appalachian State,79.27,Dillon,https://www.on3.com/rivals/zareon-hayes-123605/
Appalachian State,T.D. Roof,LB,RS-SR,Committed,,Appalachian State,Oklahoma Sooners,89.40,Buford,https://www.on3.com/rivals/td-roof-109408/
Appalachian State,T.D. Roof,LB,RS-SR,Entered,1/05/2022,Appalachian State,,89.40,Buford,https://www.on3.com/rivals/td-roof-109408/
Appalachian State,Navy Shuler,QB,RS-FR,Committed,,Appalachian State,Tennessee Volunteers,80.63,Christ School,https://www.on3.com/rivals/navy-shuler-91803/
Appalachian State,Kaedin Robinson,WR,RS-FR,Committed,,UCF,Appalachian State Mountaineers,83.11,Christ School,https://www.on3.com/rivals/kaedin-robinson-70434/
Appalachian State,Ahmani Marshall,RB,FR,Committed,,Wake Forest,Appalachian State Mountaineers,85.25,East Forsyth,https://www.on3.com/rivals/ahmani-marshall-1912/
Appalachian State,Navy Shuler,QB,RS-FR,Entered,12/10/2021,Appalachian State,,80.63,Christ School,https://www.on3.com/rivals/navy-shuler-91803/
Appalachian State,Ahmani Marshall,RB,FR,Entered,12/06/2021,Wake Forest,,85.25,East Forsyth,https://www.on3.com/rivals/ahmani-marshall-1912/
Appalachian State,Mike Smith,S,SO,Entered,11/30/2021,Appalachian State,,82.20,First Coast,https://www.on3.com/rivals/mike-smith-89380/
Appalachian State,Kaedin Robinson,WR,RS-FR,Entered,11/28/2021,UCF,,83.11,Christ School,https://www.on3.com/rivals/kaedin-robinson-70434/
Appalachian State,Zareon Hayes,LB,JR,Entered,10/22/2021,Avatar,Appalachian State,79.27,Dillon,https://www.on3.com/rivals/zareon-hayes-123605/
Appalachian State,Stuart Head,S,SR,Entered,1/21/2021,Avatar,Appalachian State,87.20,Etowah,https://www.on3.com/rivals/stuart-head-109232/
Arizona State,Spencer Lovell,OT,RS-SO,Entered,7/20/2023,Arizona State,California,79.77,Rocky Mountain,https://www.on3.com/rivals/spencer-lovell-108006/
Arizona State,Geordon Porter,WR,RS-JR,Committed,,Arizona State,New Mexico Lobos,87.73,Etiwanda,https://www.on3.com/rivals/geordon-porter-45612/
Arizona State,Sione Veikoso,IOL,FR,Committed,,Arizona State,BYU Cougars,81.61,Kailua,https://www.on3.com/rivals/sione-veikoso-107613/
Arizona State,Rodney Groce Jr.,LB,SO,Withdrawn,,Mississippi State,Mississippi State,87.07,Pleasant Grove,https://www.on3.com/rivals/rodney-groce-jr-101703/
Arizona State,Ricky Pearsall,WR,SO,Committed,,Arizona State,Florida Gators,88.50,Corona Del Sol,https://www.on3.com/rivals/ricky-pearsall-100323/
Arizona State,Jermayne Lole,DL,SR,Committed,,Arizona State,Louisville Cardinals,91.09,Long Beach Poly,https://www.on3.com/rivals/jermayne-lole-60831/
Arizona State,Ezra Dotson-Oyetade,IOL,FR,Committed,,Arizona State,TCU Horned Frogs,91.17,Lakeview Centennial,https://www.on3.com/rivals/ezra-dotson-oyetade-43586/
Arizona State,LV Bunkley-Shelton,WR,RS-FR,Committed,,Arizona State,Oklahoma Sooners,92.89,Junipero Serra,https://www.on3.com/rivals/lv-bunkley-shelton-81009/
Arizona State,Rodney Groce Jr.,LB,SO,Entered,5/16/2022,Mississippi State,Arizona State,87.07,Pleasant Grove,https://www.on3.com/rivals/rodney-groce-jr-101703/
Arizona State,Spencer Lovell,OT,RS-SO,Committed,,Arizona State,California Golden Bears,79.77,Rocky Mountain,https://www.on3.com/rivals/spencer-lovell-108006/
Arizona State,Cam Johnson,WR,RS-JR,Committed,,Vanderbilt,Arizona State Sun Devils,90.98,Brentwood Academy,https://www.on3.com/rivals/cam-johnson-141238/
Arizona State,Emory Jones,QB,RS-SO,Committed,,Florida,Arizona State Sun Devils,89.36,Heard County,https://www.on3.com/rivals/emory-jones-141170/
Arizona State,Sione Veikoso,IOL,FR,Entered,5/03/2022,Arizona State,,81.61,Kailua,https://www.on3.com/rivals/sione-veikoso-107613/
Arizona State,Jermayne Lole,DL,SR,Entered,5/01/2022,Arizona State,Louisville,91.09,Long Beach Poly,https://www.on3.com/rivals/jermayne-lole-60831/
Arizona State,Ezra Dotson-Oyetade,IOL,FR,Entered,4/29/2022,Arizona State,,91.17,Lakeview Centennial,https://www.on3.com/rivals/ezra-dotson-oyetade-43586/
Arizona State,LV Bunkley-Shelton,WR,RS-FR,Entered,4/29/2022,Arizona State,,92.89,Junipero Serra,https://www.on3.com/rivals/lv-bunkley-shelton-81009/
Arizona State,Eric Gentry,LB,FR,Committed,,Arizona State,USC Trojans,91.88,Neumann Goretti,https://www.on3.com/rivals/eric-gentry-42116/
Arizona State,Joey Ramos,OT,RS-SO,Committed,,Iowa State,Arizona State Sun Devils,87.40,Deer Valley,https://www.on3.com/rivals/joey-ramos-62856/
Arizona State,Ro Torrence,CB,SO,Committed,,Auburn,Arizona State Sun Devils,,Bessemer City,https://www.on3.com/rivals/ro-torrence-102549/
Arizona State,Ricky Pearsall,WR,SO,Entered,4/22/2022,Arizona State,Florida,88.50,Corona Del Sol,https://www.on3.com/rivals/ricky-pearsall-100323/
Arizona State,Eric Gentry,LB,FR,Entered,4/21/2022,Arizona State,,91.88,Neumann Goretti,https://www.on3.com/rivals/eric-gentry-42116/
Arizona State,Ro Torrence,CB,SO,Entered,3/23/2022,Auburn,Arizona State,,Bessemer City,https://www.on3.com/rivals/ro-torrence-102549/
Arizona State,Emory Jones,QB,RS-SO,Entered,3/19/2022,Florida,,89.36,Heard County,https://www.on3.com/rivals/emory-jones-141170/
Arizona State,Jayden Daniels,QB,SO,Committed,,Arizona State,LSU Tigers,89.35,Cajon,https://www.on3.com/rivals/jayden-daniels-58632/
Arizona State,Jayden Daniels,QB,SO,Entered,2/17/2022,Arizona State,,89.35,Cajon,https://www.on3.com/rivals/jayden-daniels-58632/
Arizona State,Khoury Bethley,RB,SR,Committed,,Avatar,Hawaii,80.32,Don Lugo,https://www.on3.com/rivals/khoury-bethley-75048/
Arizona State,Chris Edmonds,S,SO,Committed,,Avatar,Samford,,Brookstone,https://www.on3.com/rivals/chris-edmonds-155831/
Arizona State,Joey Ramos,OT,RS-SO,Entered,1/31/2022,Iowa State,,87.40,Deer Valley,https://www.on3.com/rivals/joey-ramos-62856/
Arizona State,Jordan Banks,LB,RS-FR,Committed,,Arizona State,Northwestern State Demons,91.22,Narbonne,https://www.on3.com/rivals/jordan-banks-65175/
Arizona State,Des Holmes,IOL,RS-JR,Committed,,Penn State,Arizona State Sun Devils,84.10,Cardinal O'Hara,https://www.on3.com/rivals/des-holmes-35319/
Arizona State,Nesta Jade Silvera,DL,JR,Committed,,Miami,Arizona State Sun Devils,91.01,American Heritage,https://www.on3.com/rivals/nesta-jade-silvera-91997/
Arizona State,Emmit Bohle,OT,RS-JR,Committed,,Northern State,Arizona State Sun Devils,,Selby - 01,https://www.on3.com/rivals/emmit-bohle-150427/
Arizona State,Ethan Long,QB,SO,Entered,1/19/2022,Arizona State,,85.97,West Linn,https://www.on3.com/rivals/ethan-long-42977/
Arizona State,Chris Martinez,OT,RS-JR,Committed,,San Diego State,Arizona State Sun Devils,80.82,John H. Pitman,https://www.on3.com/rivals/chris-martinez-22075/
Arizona State,Paul Tyson,QB,RS-SO,Committed,,Alabama,Arizona State Sun Devils,89.86,Hewitt-Trussville,https://www.on3.com/rivals/paul-tyson-95858/
Arizona State,Khoury Bethley,RB,SR,Entered,1/15/2022,Avatar,Hawaii,80.32,Don Lugo,https://www.on3.com/rivals/khoury-bethley-75048/
Arizona State,Junior Alexander,WR,FR,Committed,,Arizona State,Washington Huskies,88.04,Kennedy Catholic,https://www.on3.com/rivals/junior-alexander-68835/
Arizona State,Paul Tyson,QB,RS-SO,Entered,1/11/2022,Alabama,,89.86,Hewitt-Trussville,https://www.on3.com/rivals/paul-tyson-95858/
Arizona State,Xazavian Valladay,RB,RS-JR,Committed,,Wyoming,Arizona State Sun Devils,76.32,Brother Rice,https://www.on3.com/rivals/xazavian-valladay-122245/
Arizona State,Junior Alexander,WR,FR,Entered,1/10/2022,Arizona State,,88.04,Kennedy Catholic,https://www.on3.com/rivals/junior-alexander-68835/
Arizona State,Nesta Jade Silvera,DL,JR,Entered,1/07/2022,Miami,,91.01,American Heritage,https://www.on3.com/rivals/nesta-jade-silvera-91997/
Arizona State,Zach Bowers,LB,RS-SO,Committed,,Hawaii,Arizona State Sun Devils,80.27,Chandler,https://www.on3.com/rivals/zach-bowers-122593/
Arizona State,B'Ahmad Miller,EDGE,RS-JR,Committed,,Avatar,Maryland,81.73,St. Frances Academy,https://www.on3.com/rivals/bahmad-miller-9087/
